7.3, 2866, 3, RS, III
248.1, 2604, 3, RS, V
248.1, 2655, 3, FS, V
248.2, 1879, 2, FS, V
248.2, 3765, 4, FS, III
248.3, 2585, 3, RS, V
248.3, 2632, 3, FS, V
248.3, 3035, 3, LTS, III
248.3, 3411, 4, FS, V
248.4, 1873, 2, FS, V
248.4, 1899, 2, FS, V
248.4, 2817, 3, LTS, IV
248.4, 2945, 3, RS, III
248.4, 2946, 3, RS, III
248.4, 3653, 4, RS, III
248.5, 1515, 1, LTS, III
248.5, 2824, 3, LTS, IV
248.5, 2947, 3, RS, III
248.5, 3406, 4, FS, V
248.5, 3408, 4, FS, V
248.6, 3024, 3, FS, III
248.6, 3401, 4, FS, V
248.6, 3402, 4, FS, V
248.6, 3410, 4, FS, V
248.6, 3412, 4, FS, V
248.7, 2584, 3, RS, V
248.7, 2597, 3, RS, V
248.7, 3399, 4, FS, V
248.8, 1874, 2, FS, V
248.8, 2107, 2, RS, III
248.8, 2653, 3, FS, V
248.8, 2809, 3, FS, IV
248.8, 2876, 3, RS, III
248.8, 2923, 3, RS, III
248.8, 3428, 4, FS, V
248.9, 537, 0, LTS, IV
248.9, 2953, 3, RS, III
248.9, 3019, 3, FS, III
248.9, 3426, 4, FS, V
249, 2709, 3, IB, V
249.1, 1878, 2, FS, V
249.1, 2968, 3, RS, III
249.2, 2819, 3, LTS, IV
249.2, 2889, 3, RS, III
249.2, 3027, 3, FS, III
249.2, 3418, 4, FS, V
249.3, 2983, 3, RS, III
249.3, 3405, 4, FS, V
249.4, 1905, 2, FS, V
249.4, 2569, 3, RS, V
249.4, 2863, 3, RS, III
249.5, 2708, 3, IB, V
249.5, 2826, 3, LTS, IV
249.5, 2964, 3, RS, III
249.5, 3396, 4, FS, V
249.6, 2689, 3, IB, V
249.6, 3456, 4, IB, V
249.7, 1875, 2, FS, V
249.7, 2999, 3, RS, III
249.7, 3001, 3, FS, III
249.8, 1871, 2, FS, V
249.8, 1880, 2, FS, V
249.8, 3038, 3, LTS, III
249.9, 3398, 4, FS, V
250, 165, 0, RS, VI
250, 2893, 3, RS, III
250, 3395, 4, FS, V
250, 3423, 4, FS, V
250.1, 2814, 3, LTS, IV
250.2, 2560, 3, RS, V
250.3, 2828, 3, LTS, IV
250.3, 2909, 3, RS, III
250.3, 2963, 3, RS, III
250.3, 3397, 4, FS, V
250.4, 2645, 3, FS, V
250.4, 2695, 3, IB, V
250.4, 2813, 3, LTS, IV
250.5, 2266, 2, FS, III
250.5, 2697, 3, IB, V
250.5, 2812, 3, LTS, IV
250.6, 2820, 3, LTS, IV
250.6, 3409, 4, FS, V
250.7, 2282, 2, LTS, III
250.7, 2690, 3, IB, V
250.8, 2277, 2, LTS, III
250.8, 2566, 3, RS, V
250.8, 3393, 4, FS, V
250.9, 2800, 3, FS, IV
250.9, 2864, 3, RS, III
251, 2804, 3, FS, IV
251, 2825, 3, LTS, IV
251, 2916, 3, RS, III
251.1, 2648, 3, FS, V
251.1, 2803, 3, FS, IV
251.1, 2927, 3, RS, III
251.1, 3581, 4, LTS, IV
251.3, 2256, 2, FS, III
251.3, 3415, 4, FS, V
251.4, 3427, 4, FS, V
251.5, 2613, 3, RS, V
251.5, 2818, 3, LTS, IV
251.5, 3461, 4, IB, V
251.6, 3793, 4, FS, III
251.7, 2243, 2, FS, III
251.7, 2846, 3, RS, III
251.7, 2872, 3, RS, III
251.7, 3473, 4, IB, V
251.8, 2241, 2, FS, III
251.9, 2796, 3, FS, IV
251.9, 2952, 3, RS, III
251.9, 3425, 4, FS, V
251.9, 3455, 4, IB, V
252.1, 2884, 3, RS, III
252.1, 2920, 3, RS, III
252.3, 1030, 1, LTS, VI
252.3, 2714, 3, IB, V
252.3, 2821, 3, LTS, IV
252.3, 2995, 3, RS, III
252.6, 2502, 3, RS, VI
252.7, 3772, 4, FS, III
252.9, 2253, 2, FS, III
253, 2958, 3, RS, III
253.1, 2258, 2, FS, III
253.2, 1136, 1, FS, V
253.4, 3454, 4, IB, V
253.6, 2794, 3, FS, IV
253.7, 2273, 2, LTS, III
253.7, 2807, 3, FS, IV
253.7, 3413, 4, FS, V
253.7, 3799, 4, LTS, III
254, 2596, 3, RS, V
254, 2955, 3, RS, III
254, 3394, 4, FS, V
254.3, 2689, 3, IB, V
254.3, 3786, 4, FS, III
254.4, 2259, 2, FS, III
254.6, 2700, 3, IB, V
254.6, 2702, 3, IB, V
254.6, 3796, 4, LTS, III
254.7, 3773, 4, FS, III
254.8, 2314, 3, RS, VI
254.8, 2891, 3, RS, III
254.9, 2841, 3, RS, III
254.9, 3771, 4, FS, III
255.1, 2255, 2, FS, III
255.1, 2701, 3, IB, V
255.2, 3769, 4, FS, III
255.3, 2645, 3, FS, V
255.3, 2703, 3, IB, V
255.3, 2710, 3, IB, V
255.4, 2356, 3, RS, VI
255.4, 2491, 3, RS, VI
255.4, 3779, 4, FS, III
255.5, 1122, 1, FS, V
255.5, 3801, 4, LTS, III
255.6, 2695, 3, IB, V
255.6, 2826, 3, LTS, IV
255.7, 2708, 3, IB, V
255.7, 2711, 3, IB, V
256, 233, 0, RS, VI
256, 2594, 3, RS, V
256, 2692, 3, IB, V
256.1, 2265, 2, FS, III
256.1, 2850, 3, RS, III
256.2, 2714, 3, IB, V
256.2, 2973, 3, RS, III
256.3, 2244, 2, FS, III
256.3, 2709, 3, IB, V
256.5, 2269, 2, FS, III
256.7, 25, 0, RS, VI
256.7, 2705, 3, IB, V
256.8, 1882, 2, FS, V
256.9, 2696, 3, IB, V
257.3, 2250, 2, FS, III
257.3, 2396, 3, RS, VI
257.3, 2618, 3, RS, V
257.4, 3798, 4, LTS, III
257.5, 2691, 3, IB, V
257.7, 2689, 3, IB, V
257.7, 2971, 3, RS, III
257.8, 2706, 3, IB, V
257.8, 3768, 4, FS, III
257.8, 3777, 4, FS, III
258, 2700, 3, IB, V
258, 2702, 3, IB, V
258.1, 2599, 3, RS, V
258.4, 2698, 3, IB, V
258.4, 2699, 3, IB, V
258.5, 2707, 3, IB, V
258.6, 2860, 3, RS, III
258.7, 2619, 3, RS, V
258.7, 2703, 3, IB, V
258.7, 2710, 3, IB, V
258.8, 2980, 3, RS, III
258.9, 2822, 3, LTS, IV
259, 2695, 3, IB, V
259, 2712, 3, IB, V
259.1, 2648, 3, FS, V
259.1, 2711, 3, IB, V
259.2, 2817, 3, LTS, IV
259.3, 2652, 3, FS, V
259.3, 2656, 3, FS, V
259.5, 2633, 3, FS, V
259.5, 2666, 3, FS, V
259.5, 2692, 3, IB, V
259.6, 3783, 4, FS, III
259.7, 3784, 4, FS, III
259.8, 2662, 3, FS, V
260, 2713, 3, IB, V
260, 2880, 3, RS, III
260.1, 2636, 3, FS, V
260.1, 2665, 3, FS, V
260.2, 2658, 3, FS, V
260.2, 2705, 3, IB, V
260.3, 2688, 3, IB, V
260.4, 2603, 3, RS, V
260.4, 2604, 3, RS, V
260.4, 2644, 3, FS, V
260.4, 2654, 3, FS, V
260.5, 2650, 3, FS, V
260.5, 2664, 3, FS, V
260.6, 2608, 3, RS, V
260.7, 2653, 3, FS, V
260.8, 2655, 3, FS, V
260.8, 3152, 4, RS, VI
260.9, 2557, 3, RS, V
260.9, 2659, 3, FS, V
261, 140, 0, RS, VI
261, 2586, 3, RS, V
261, 2645, 3, FS, V
261.2, 395, 0, LTS, V
261.2, 2641, 3, FS, V
261.2, 2661, 3, FS, V
261.2, 2690, 3, IB, V
261.2, 2701, 3, IB, V
261.2, 2706, 3, IB, V
261.3, 2642, 3, FS, V
261.4, 1882, 2, FS, V
261.4, 2657, 3, FS, V
261.5, 2660, 3, FS, V
261.6, 2637, 3, FS, V
261.6, 2643, 3, FS, V
261.6, 2694, 3, IB, V
261.7, 1129, 1, FS, V
261.7, 1881, 2, FS, V
261.8, 2651, 3, FS, V
261.8, 2698, 3, IB, V
261.9, 1146, 1, FS, V
261.9, 2647, 3, FS, V
261.9, 2649, 3, FS, V
262, 2667, 3, FS, V
262.1, 2700, 3, IB, V
262.2, 2628, 3, RS, V
262.2, 2652, 3, FS, V
262.2, 2656, 3, FS, V
262.3, 1885, 2, FS, V
262.3, 2594, 3, RS, V
262.3, 2632, 3, FS, V
262.3, 2638, 3, FS, V
262.4, 2666, 3, FS, V
262.5, 2648, 3, FS, V
262.5, 2711, 3, IB, V
262.6, 1893, 2, FS, V
262.6, 1895, 2, FS, V
262.6, 1896, 2, FS, V
262.6, 2695, 3, IB, V
262.6, 3393, 4, FS, V
262.7, 1132, 1, FS, V
262.7, 2662, 3, FS, V
262.7, 2689, 3, IB, V
262.8, 1142, 1, FS, V
262.8, 2582, 3, RS, V
263, 2707, 3, IB, V
263.1, 131, 0, RS, VI
263.1, 1135, 1, FS, V
263.1, 1889, 2, FS, V
263.1, 1907, 2, FS, V
263.1, 2595, 3, RS, V
263.1, 2607, 3, RS, V
263.1, 3575, 4, LTS, IV
263.2, 1891, 2, FS, V
263.2, 2704, 3, IB, V
263.4, 1876, 2, FS, V
263.4, 2663, 3, FS, V
263.4, 2713, 3, IB, V
263.5, 2644, 3, FS, V
263.6, 639, 0, RS, III
263.6, 1140, 1, FS, V
263.6, 2612, 3, RS, V
263.6, 2618, 3, RS, V
263.6, 2623, 3, RS, V
263.6, 2664, 3, FS, V
263.7, 1115, 1, FS, V
263.7, 1886, 2, FS, V
263.7, 1904, 2, FS, V
263.7, 2653, 3, FS, V
263.7, 2655, 3, FS, V
263.7, 2697, 3, IB, V
263.7, 2699, 3, IB, V
263.8, 1899, 2, FS, V
263.8, 2639, 3, FS, V
263.9, 1111, 1, FS, V
263.9, 1113, 1, FS, V
263.9, 1136, 1, FS, V
263.9, 1903, 2, FS, V
263.9, 2330, 3, RS, VI
264, 1121, 1, FS, V
264, 2565, 3, RS, V
264.1, 2567, 3, RS, V
264.1, 2654, 3, FS, V
264.2, 2642, 3, FS, V
264.2, 2710, 3, IB, V
264.3, 2645, 3, FS, V
264.4, 1144, 1, FS, V
264.4, 1878, 2, FS, V
264.4, 1901, 2, FS, V
264.5, 1127, 1, FS, V
264.5, 1894, 2, FS, V
264.5, 2641, 3, FS, V
264.6, 1882, 2, FS, V
264.7, 1122, 1, FS, V
264.7, 1134, 1, FS, V
264.7, 2633, 3, FS, V
264.7, 3414, 4, FS, V
264.8, 3398, 4, FS, V
264.9, 1872, 2, FS, V
265, 1884, 2, FS, V
265, 2646, 3, FS, V
265, 3278, 4, RS, VI
265.1, 2652, 3, FS, V
265.2, 1885, 2, FS, V
265.2, 2550, 3, LTS, VI
265.2, 2698, 3, IB, V
265.3, 1880, 2, FS, V
265.4, 1888, 2, FS, V
265.4, 1902, 2, FS, V
265.4, 2656, 3, FS, V
265.5, 1873, 2, FS, V
265.5, 1893, 2, FS, V
265.5, 1897, 2, FS, V
265.5, 2553, 3, LTS, VI
265.5, 2696, 3, IB, V
265.6, 1887, 2, FS, V
265.7, 2357, 3, RS, VI
265.7, 2944, 3, RS, III
265.8, 2708, 3, IB, V
265.9, 2825, 3, LTS, IV
266, 1128, 1, FS, V
266, 2620, 3, RS, V
266, 2640, 3, FS, V
266.1, 1143, 1, FS, V
266.2, 1110, 1, FS, V
266.2, 1895, 2, FS, V
266.2, 2666, 3, FS, V
266.2, 3417, 4, FS, V
266.2, 3422, 4, FS, V
266.3, 1871, 2, FS, V
266.3, 1875, 2, FS, V
266.3, 1876, 2, FS, V
266.3, 2665, 3, FS, V
266.4, 2635, 3, FS, V
266.4, 3393, 4, FS, V
266.4, 3406, 4, FS, V
266.5, 1879, 2, FS, V
266.5, 1905, 2, FS, V
266.6, 1874, 2, FS, V
266.6, 2657, 3, FS, V
266.6, 2690, 3, IB, V
266.6, 3399, 4, FS, V
266.7, 1139, 1, FS, V
266.7, 1896, 2, FS, V
266.8, 2335, 3, RS, VI
266.8, 3396, 4, FS, V
266.9, 542, 0, LTS, IV
267.1, 2359, 3, RS, VI
267.1, 3405, 4, FS, V
267.1, 3424, 4, FS, V
267.2, 1129, 1, FS, V
267.3, 1138, 1, FS, V
267.3, 3418, 4, FS, V
267.3, 3426, 4, FS, V
267.5, 404, 0, LTS, V
267.5, 1125, 1, FS, V
267.6, 1903, 2, FS, V
267.6, 3414, 4, FS, V
267.7, 2899, 3, RS, III
267.7, 3403, 4, FS, V
267.7, 3420, 4, FS, V
267.8, 2345, 3, RS, VI
267.9, 2473, 3, RS, VI
267.9, 2510, 3, RS, VI
267.9, 2653, 3, FS, V
268, 3410, 4, FS, V
268.1, 2812, 3, LTS, IV
268.3, 2488, 3, RS, VI
268.3, 3042, 3, LTS, III
268.3, 3416, 4, FS, V
268.3, 3428, 4, FS, V
268.4, 1900, 2, FS, V
268.5, 872, 1, RS, VI
268.6, 1791, 2, LTS, VI
268.6, 2401, 3, RS, VI
268.7, 1883, 2, FS, V
268.7, 2650, 3, FS, V
268.9, 2816, 3, LTS, IV
269, 1882, 2, FS, V
269.3, 1687, 2, RS, VI
269.3, 3411, 4, FS, V
269.4, 534, 0, LTS, IV
269.4, 2954, 3, RS, III
269.6, 3010, 3, FS, III
269.8, 1881, 2, FS, V
269.8, 3003, 3, FS, III
269.9, 3014, 3, FS, III
269.9, 3422, 4, FS, V
270.2, 1907, 2, FS, V
270.2, 3427, 4, FS, V
270.3, 2908, 3, RS, III
270.3, 3402, 4, FS, V
270.5, 2480, 3, RS, VI
270.5, 2948, 3, RS, III
270.5, 3398, 4, FS, V
270.9, 2961, 3, RS, III
271.3, 3035, 3, LTS, III
271.4, 2391, 3, RS, VI
271.5, 2645, 3, FS, V
271.5, 2829, 3, RS, III
271.6, 2363, 3, RS, VI
271.7, 2851, 3, RS, III
271.8, 2372, 3, RS, VI
272, 2966, 3, RS, III
272.1, 3034, 3, LTS, III
272.2, 2934, 3, RS, III
272.3, 2058, 2, LTS, IV
272.3, 2805, 3, FS, IV
272.4, 2315, 3, RS, VI
272.6, 2976, 3, RS, III
272.9, 1788, 2, LTS, VI
273.1, 3043, 3, LTS, III
273.3, 76, 0, RS, VI
273.5, 3577, 4, LTS, IV
273.8, 2447, 3, RS, VI
274.1, 3417, 4, FS, V
274.3, 2385, 3, RS, VI
274.4, 156, 0, RS, VI
274.4, 952, 1, RS, VI
274.5, 2986, 3, RS, III
274.6, 765, 1, RS, VI
274.7, 2995, 3, RS, III
274.8, 3038, 3, LTS, III
274.9, 2656, 3, FS, V
275, 2301, 3, RS, VI
275, 2453, 3, RS, VI
275.8, 1792, 2, LTS, VI
275.8, 2405, 3, RS, VI
276.1, 2435, 3, RS, VI
277.8, 2404, 3, RS, VI
278, 2969, 3, RS, III
278.3, 3018, 3, FS, III
279.1, 1514, 1, LTS, III
279.9, 416, 0, IB, V
280.2, 2931, 3, RS, III
280.2, 3713, 4, RS, III
281, 2587, 3, RS, V
282.6, 2312, 3, RS, VI
283.1, 2432, 3, RS, VI
283.5, 1250, 1, RS, IV
283.6, 980, 1, RS, VI
283.7, 2551, 3, LTS, VI
284, 1790, 2, LTS, VI
284.1, 1740, 2, RS, VI
284.6, 2362, 3, RS, VI
287, 10, 0, RS, VI
288.5, 2548, 3, LTS, VI
288.6, 459, 0, RS, IV
289.9, 877, 1, RS, VI
290, 790, 1, RS, VI
290.2, 3578, 4, LTS, IV
290.6, 1294, 1, LTS, IV
291.1, 3138, 4, RS, VI
291.2, 2055, 2, LTS, IV
291.3, 3089, 4, RS, VI
291.7, 2393, 3, RS, VI
292, 402, 0, LTS, V
293.1, 1465, 1, RS, III
294.3, 1303, 1, LTS, IV
294.4, 229, 0, RS, VI
294.4, 3243, 4, RS, VI
294.5, 391, 0, LTS, V
296.9, 897, 1, RS, VI
297.2, 221, 0, RS, VI
297.6, 1427, 1, RS, III
297.6, 2673, 3, LTS, V
298.3, 47, 0, RS, VI
298.3, 59, 0, RS, VI
299.1, 2278, 2, LTS, III
299.1, 3802, 4, LTS, III
299.2, 533, 0, LTS, IV
299.6, 3235, 4, RS, VI
299.6, 3804, 4, LTS, III
300.1, 792, 1, RS, VI
300.6, 2555, 3, RS, V
300.7, 2686, 3, LTS, V
301.2, 3407, 4, FS, V
301.3, 561, 0, RS, III
301.4, 399, 0, LTS, V
301.5, 3094, 4, RS, VI
301.6, 2672, 3, LTS, V
301.8, 1163, 1, LTS, V
301.8, 3430, 4, LTS, V
301.8, 3441, 4, LTS, V
302.2, 1925, 2, LTS, V
302.3, 1917, 2, LTS, V
302.4, 1466, 1, RS, III
302.4, 3372, 4, RS, V
303.2, 1920, 2, LTS, V
303.3, 1916, 2, LTS, V
303.6, 716, 0, RS, III
303.6, 3313, 4, LTS, VI
303.8, 1912, 2, LTS, V
303.8, 3443, 4, LTS, V
303.9, 1165, 1, LTS, V
304.1, 1151, 1, LTS, V
304.2, 2681, 3, LTS, V
304.3, 1087, 1, RS, V
304.3, 2687, 3, LTS, V
304.5, 1319, 1, RS, III
304.7, 3320, 4, RS, V
304.8, 3446, 4, LTS, V
304.8, 3753, 4, RS, III
305.1, 2684, 3, LTS, V
305.2, 1919, 2, LTS, V
305.2, 2680, 3, LTS, V
305.5, 902, 1, RS, VI
306.2, 1942, 2, IB, V
306.3, 1055, 1, RS, V
306.6, 1069, 1, RS, V
306.8, 2130, 2, RS, III
307.1, 3392, 4, RS, V
307.4, 1913, 2, LTS, V
307.6, 1078, 1, RS, V
307.8, 401, 0, LTS, V
307.9, 1924, 2, LTS, V
308.1, 266, 0, LTS, VI
308.2, 1045, 1, RS, V
308.2, 1102, 1, RS, V
308.4, 1598, 2, RS, VI
308.4, 1926, 2, LTS, V
308.4, 2683, 3, LTS, V
308.6, 1517, 1, LTS, III
308.7, 2677, 3, LTS, V
308.8, 550, 0, RS, III
308.8, 554, 0, RS, III
308.8, 2674, 3, LTS, V
309.1, 413, 0, IB, V
309.1, 2275, 2, LTS, III
309.2, 1044, 1, RS, V
309.4, 1028, 1, LTS, VI
309.5, 2685, 3, LTS, V
309.5, 3435, 4, LTS, V
309.9, 226, 0, RS, VI
309.9, 1175, 1, IB, V
310.1, 3442, 4, LTS, V
310.3, 1095, 1, RS, V
310.3, 1101, 1, RS, V
311.2, 1063, 1, RS, V
311.2, 1068, 1, RS, V
311.2, 2056, 2, LTS, IV
311.3, 1934, 2, IB, V
311.9, 2678, 3, LTS, V
312, 893, 1, RS, VI
312.2, 1056, 1, RS, V
312.5, 1190, 1, IB, V
312.6, 1071, 1, RS, V
312.6, 1164, 1, LTS, V
312.8, 3466, 4, IB, V
313, 1091, 1, RS, V
313.3, 3037, 3, LTS, III
314, 1073, 1, RS, V
314, 1079, 1, RS, V
314, 1519, 1, LTS, III
314.2, 1124, 1, FS, V
314.2, 1135, 1, FS, V
314.2, 1908, 2, LTS, V
314.3, 1291, 1, LTS, IV
314.6, 1120, 1, FS, V
314.6, 2280, 2, LTS, III
314.7, 1371, 1, RS, III
315.2, 445, 0, RS, IV
315.3, 381, 0, FS, V
315.3, 397, 0, LTS, V
315.3, 409, 0, IB, V
315.7, 1181, 1, IB, V
315.8, 1074, 1, RS, V
315.8, 1793, 2, LTS, VI
315.9, 1153, 1, LTS, V
316, 1359, 1, RS, III
316, 2808, 3, FS, IV
316, 3363, 4, RS, V
316.1, 267, 0, LTS, VI
316.2, 1225, 1, RS, IV
316.3, 1126, 1, FS, V
316.4, 3431, 4, LTS, V
316.5, 1128, 1, FS, V
316.6, 1113, 1, FS, V
316.6, 1131, 1, FS, V
316.7, 1483, 1, FS, III
316.9, 654, 0, RS, III
316.9, 1097, 1, RS, V
316.9, 1516, 1, LTS, III
317, 420, 0, IB, V
317, 1144, 1, FS, V
317.1, 1479, 1, FS, III
317.2, 410, 0, IB, V
317.2, 1127, 1, FS, V
317.4, 1180, 1, IB, V
317.7, 374, 0, FS, V
318, 385, 0, FS, V
318, 1518, 1, LTS, III
318, 1952, 2, IB, V
318.1, 1122, 1, FS, V
318.1, 1152, 1, LTS, V
318.1, 1306, 1, LTS, IV
318.1, 1520, 1, LTS, III
318.2, 1168, 1, IB, V
318.5, 1909, 2, LTS, V
318.6, 1115, 1, FS, V
318.6, 1302, 1, LTS, IV
318.7, 1143, 1, FS, V
318.8, 347, 0, RS, V
318.9, 951, 1, RS, VI
319, 304, 0, RS, V
319.3, 427, 0, IB, V
319.3, 1114, 1, FS, V
319.4, 361, 0, FS, V
319.4, 1170, 1, IB, V
319.5, 1134, 1, FS, V
319.5, 1136, 1, FS, V
319.5, 2549, 3, LTS, VI
319.6, 312, 0, RS, V
320, 1121, 1, FS, V
320, 1304, 1, LTS, IV
320, 3447, 4, LTS, V
320.1, 1060, 1, RS, V
320.1, 1138, 1, FS, V
320.1, 1141, 1, FS, V
320.2, 1343, 1, RS, III
320.4, 3719, 4, RS, III
320.5, 1031, 1, LTS, VI
320.6, 1050, 1, RS, V
320.7, 1487, 1, FS, III
320.8, 1292, 1, LTS, IV
321.2, 356, 0, FS, V
321.2, 415, 0, IB, V
321.5, 400, 0, LTS, V
321.5, 1173, 1, IB, V
321.5, 3339, 4, RS, V
321.6, 2000, 2, RS, IV
321.7, 1070, 1, RS, V
321.8, 1301, 1, LTS, IV
322, 589, 0, RS, III
322, 1521, 1, LTS, III
322.1, 353, 0, FS, V
322.7, 452, 0, RS, IV
322.7, 1360, 1, RS, III
322.7, 3462, 4, IB, V
323.1, 536, 0, LTS, IV
323.1, 1297, 1, LTS, IV
323.2, 1037, 1, RS, V
323.3, 753, 0, LTS, III
323.3, 1376, 1, RS, III
323.5, 355, 0, FS, V
323.5, 758, 0, LTS, III
323.5, 2274, 2, LTS, III
323.6, 2063, 2, LTS, IV
323.6, 3343, 4, RS, V
323.7, 136, 0, RS, VI
323.8, 1903, 2, FS, V
324.1, 1440, 1, RS, III
324.1, 1901, 2, FS, V
324.4, 545, 0, LTS, IV
324.4, 3795, 4, LTS, III
324.7, 412, 0, IB, V
324.7, 1351, 1, RS, III
324.9, 367, 0, FS, V
325.4, 754, 0, LTS, III
325.4, 2739, 3, RS, IV
325.4, 3581, 4, LTS, IV
325.7, 1871, 2, FS, V
325.7, 1904, 2, FS, V
326, 539, 0, LTS, IV
326, 541, 0, LTS, IV
326.2, 1455, 1, RS, III
326.3, 350, 0, FS, V
326.4, 421, 0, IB, V
326.5, 760, 0, LTS, III
326.5, 1878, 2, FS, V
326.7, 543, 0, LTS, IV
326.8, 1889, 2, FS, V
327.3, 295, 0, RS, V
327.4, 1876, 2, FS, V
327.4, 3350, 4, RS, V
327.7, 426, 0, IB, V
327.8, 2067, 2, LTS, IV
328.1, 563, 0, RS, III
328.1, 751, 0, LTS, III
328.1, 1040, 1, RS, V
328.1, 1415, 1, RS, III
328.8, 384, 0, FS, V
328.9, 424, 0, IB, V
328.9, 2554, 3, LTS, VI
329, 1419, 1, RS, III
329.1, 1030, 1, LTS, VI
329.1, 1305, 1, LTS, IV
329.5, 1890, 2, FS, V
329.7, 1178, 1, IB, V
330.1, 1895, 2, FS, V
330.5, 19, 0, RS, VI
330.6, 222, 0, RS, VI
331, 1099, 1, RS, V
331.1, 1342, 1, RS, III
331.2, 3579, 4, LTS, IV
331.3, 1084, 1, RS, V
331.4, 1791, 2, LTS, VI
331.7, 1879, 2, FS, V
331.8, 1477, 1, RS, III
331.9, 535, 0, LTS, IV
332.1, 1179, 1, IB, V
332.1, 1513, 1, LTS, III
332.3, 1786, 2, LTS, VI
332.4, 3797, 4, LTS, III
332.6, 871, 1, RS, VI
333, 537, 0, LTS, IV
333, 3440, 4, LTS, V
333.1, 1398, 1, RS, III
333.2, 1171, 1, IB, V
333.3, 1178, 1, IB, V
333.5, 1456, 1, RS, III
334.7, 2682, 3, LTS, V
335.2, 1166, 1, IB, V
335.7, 540, 0, LTS, IV
336.5, 1409, 1, RS, III
336.6, 549, 0, RS, III
336.6, 3587, 4, LTS, IV
336.7, 1186, 1, IB, V
336.9, 1172, 1, IB, V
336.9, 3393, 4, FS, V
337.1, 329, 0, RS, V
337.3, 2216, 2, RS, III
337.5, 1121, 1, FS, V
338, 1473, 1, RS, III
338.1, 2276, 2, LTS, III
338.1, 3413, 4, FS, V
338.2, 1131, 1, FS, V
338.5, 417, 0, IB, V
338.6, 1075, 1, RS, V
338.8, 1167, 1, IB, V
339, 1182, 1, IB, V
339.2, 1410, 1, RS, III
339.6, 2741, 3, RS, IV
340.1, 3307, 4, LTS, VI
340.2, 2824, 3, LTS, IV
340.3, 1072, 1, RS, V
340.5, 1329, 1, RS, III
340.5, 1788, 2, LTS, VI
340.7, 367, 0, FS, V
341.5, 1142, 1, FS, V
341.6, 1035, 1, RS, V
341.7, 1130, 1, FS, V
341.7, 1189, 1, IB, V
341.8, 16, 0, RS, VI
341.8, 713, 0, RS, III
342.1, 679, 0, RS, III
342.1, 3750, 4, RS, III
342.2, 1325, 1, RS, III
342.3, 1185, 1, IB, V
342.7, 566, 0, RS, III
343.1, 205, 0, RS, VI
343.2, 431, 0, IB, V
343.2, 1446, 1, RS, III
343.7, 1110, 1, FS, V
343.7, 1348, 1, RS, III
343.7, 2958, 3, RS, III
343.8, 3088, 4, RS, VI
343.9, 66, 0, RS, VI
344, 1147, 1, LTS, V
344, 1426, 1, RS, III
344.3, 1177, 1, IB, V
344.8, 289, 0, RS, V
345.1, 1311, 1, RS, III
345.2, 1105, 1, RS, V
345.2, 1358, 1, RS, III
345.3, 358, 0, FS, V
345.3, 1189, 1, IB, V
345.7, 1122, 1, FS, V
345.7, 1123, 1, FS, V
346, 630, 0, RS, III
346, 1295, 1, LTS, IV
346.1, 1190, 1, IB, V
346.1, 3729, 4, RS, III
346.4, 1324, 1, RS, III
346.6, 1383, 1, RS, III
346.7, 1066, 1, RS, V
346.7, 1515, 1, LTS, III
346.8, 1140, 1, FS, V
347.2, 1137, 1, FS, V
347.2, 1956, 2, RS, IV
347.5, 1412, 1, RS, III
347.7, 1506, 1, FS, III
347.9, 1131, 1, FS, V
348.2, 591, 0, RS, III
348.2, 1081, 1, RS, V
348.2, 1293, 1, LTS, IV
348.2, 1449, 1, RS, III
348.2, 3436, 4, LTS, V
348.3, 382, 0, FS, V
348.3, 1386, 1, RS, III
348.4, 425, 0, IB, V
348.6, 364, 0, FS, V
348.6, 1439, 1, RS, III
348.7, 2726, 3, RS, IV
348.8, 1498, 1, FS, III
349.2, 1077, 1, RS, V
349.3, 370, 0, FS, V
349.3, 1148, 1, LTS, V
349.3, 1433, 1, RS, III
349.8, 658, 0, RS, III
349.8, 1509, 1, FS, III
349.8, 3043, 3, LTS, III
349.9, 1479, 1, FS, III
350, 1502, 1, FS, III
350.1, 583, 0, RS, III
350.1, 1051, 1, RS, V
350.2, 357, 0, FS, V
350.2, 1127, 1, FS, V
350.5, 1120, 1, FS, V
350.5, 1500, 1, FS, III
350.6, 190, 0, RS, VI
350.6, 1107, 1, RS, V
350.7, 351, 0, FS, V
350.7, 363, 0, FS, V
350.7, 1478, 1, RS, III
350.7, 2270, 2, FS, III
351, 1059, 1, RS, V
351, 1062, 1, RS, V
351, 1312, 1, RS, III
351.1, 369, 0, FS, V
351.2, 359, 0, FS, V
351.2, 2820, 3, LTS, IV
351.4, 1088, 1, RS, V
351.4, 1104, 1, RS, V
351.5, 354, 0, FS, V
351.7, 1485, 1, FS, III
351.8, 1184, 1, IB, V
351.9, 300, 0, RS, V
351.9, 732, 0, FS, III
351.9, 1187, 1, IB, V
351.9, 1454, 1, RS, III
352, 1086, 1, RS, V
352.1, 695, 0, RS, III
352.1, 1090, 1, RS, V
352.1, 2349, 3, RS, VI
352.2, 1174, 1, IB, V
352.3, 380, 0, FS, V
352.4, 1377, 1, RS, III
352.5, 2164, 2, RS, III
352.6, 1047, 1, RS, V
352.8, 1308, 1, RS, III
353, 1167, 1, IB, V
353.1, 1886, 2, FS, V
353.2, 1056, 1, RS, V
