10.9, 2056, 2, LTS, IV
117, 361, 0, FS, V
117, 1141, 1, FS, V
117, 1323, 1, RS, III
117, 1374, 1, RS, III
117, 1380, 1, RS, III
117, 1404, 1, RS, III
117, 1874, 2, FS, V
117, 2245, 2, FS, III
117, 3008, 3, FS, III
117, 3015, 3, FS, III
117, 3020, 3, FS, III
117.1, 357, 0, FS, V
117.1, 371, 0, FS, V
117.1, 376, 0, FS, V
117.1, 1113, 1, FS, V
117.1, 1123, 1, FS, V
117.1, 1127, 1, FS, V
117.1, 1167, 1, IB, V
117.1, 1179, 1, IB, V
117.1, 1335, 1, RS, III
117.1, 1347, 1, RS, III
117.1, 1389, 1, RS, III
117.1, 1395, 1, RS, III
117.1, 2255, 2, FS, III
117.1, 3013, 3, FS, III
117.1, 3023, 3, FS, III
117.2, 352, 0, FS, V
117.2, 363, 0, FS, V
117.2, 381, 0, FS, V
117.2, 1114, 1, FS, V
117.2, 1125, 1, FS, V
117.2, 1139, 1, FS, V
117.2, 1146, 1, FS, V
117.2, 1329, 1, RS, III
117.2, 1338, 1, RS, III
117.2, 1379, 1, RS, III
117.2, 1398, 1, RS, III
117.2, 1437, 1, RS, III
117.2, 2241, 2, FS, III
117.2, 3007, 3, FS, III
117.3, 356, 0, FS, V
117.3, 360, 0, FS, V
117.3, 377, 0, FS, V
117.3, 382, 0, FS, V
117.3, 1112, 1, FS, V
117.3, 1134, 1, FS, V
117.3, 1168, 1, IB, V
117.3, 1173, 1, IB, V
117.3, 1175, 1, IB, V
117.3, 1181, 1, IB, V
117.3, 1183, 1, IB, V
117.3, 1442, 1, RS, III
117.3, 1891, 2, FS, V
117.3, 3004, 3, FS, III
117.4, 353, 0, FS, V
117.4, 364, 0, FS, V
117.4, 734, 0, FS, III
117.4, 1187, 1, IB, V
117.4, 1871, 2, FS, V
117.4, 1878, 2, FS, V
117.4, 1885, 2, FS, V
117.4, 2268, 2, FS, III
117.4, 3014, 3, FS, III
117.4, 3021, 3, FS, III
117.4, 3025, 3, FS, III
117.4, 3030, 3, FS, III
117.5, 355, 0, FS, V
117.5, 1189, 1, IB, V
117.5, 1445, 1, RS, III
117.5, 1887, 2, FS, V
117.5, 3010, 3, FS, III
117.6, 349, 0, FS, V
117.6, 365, 0, FS, V
117.6, 366, 0, FS, V
117.6, 367, 0, FS, V
117.6, 372, 0, FS, V
117.6, 373, 0, FS, V
117.6, 1172, 1, IB, V
117.6, 1174, 1, IB, V
117.6, 1190, 1, IB, V
117.6, 1350, 1, RS, III
117.6, 1877, 2, FS, V
117.6, 1880, 2, FS, V
117.6, 1881, 2, FS, V
117.6, 1886, 2, FS, V
117.6, 1897, 2, FS, V
117.6, 1900, 2, FS, V
117.6, 3019, 3, FS, III
117.7, 354, 0, FS, V
117.7, 375, 0, FS, V
117.7, 1166, 1, IB, V
117.7, 1191, 1, IB, V
117.7, 1873, 2, FS, V
117.7, 1896, 2, FS, V
117.7, 1899, 2, FS, V
117.7, 1904, 2, FS, V
117.8, 379, 0, FS, V
117.8, 747, 0, FS, III
117.8, 1171, 1, IB, V
117.8, 1362, 1, RS, III
117.8, 1883, 2, FS, V
117.8, 1884, 2, FS, V
117.8, 1889, 2, FS, V
117.8, 1890, 2, FS, V
117.8, 1901, 2, FS, V
117.8, 1902, 2, FS, V
117.8, 3022, 3, FS, III
117.9, 368, 0, FS, V
117.9, 369, 0, FS, V
117.9, 380, 0, FS, V
117.9, 383, 0, FS, V
117.9, 1185, 1, IB, V
117.9, 1892, 2, FS, V
117.9, 1894, 2, FS, V
117.9, 1903, 2, FS, V
117.9, 1907, 2, FS, V
118, 350, 0, FS, V
118, 359, 0, FS, V
118, 370, 0, FS, V
118, 378, 0, FS, V
118, 385, 0, FS, V
118, 1385, 1, RS, III
118, 1875, 2, FS, V
118, 1882, 2, FS, V
118, 1888, 2, FS, V
118, 1895, 2, FS, V
118, 1905, 2, FS, V
118.1, 362, 0, FS, V
118.1, 384, 0, FS, V
118.1, 724, 0, FS, III
118.1, 1176, 1, IB, V
118.1, 1876, 2, FS, V
118.2, 720, 0, FS, III
118.2, 1192, 1, IB, V
118.2, 1872, 2, FS, V
118.3, 1898, 2, FS, V
118.3, 1906, 2, FS, V
118.4, 1169, 1, IB, V
118.4, 1487, 1, FS, III
118.4, 1893, 2, FS, V
118.5, 1188, 1, IB, V
118.5, 1879, 2, FS, V
118.6, 1184, 1, IB, V
118.7, 3027, 3, FS, III
118.8, 1481, 1, FS, III
118.8, 3012, 3, FS, III
118.9, 1506, 1, FS, III
119, 1491, 1, FS, III
119, 1493, 1, FS, III
119, 1507, 1, FS, III
119, 3029, 3, FS, III
119.1, 1492, 1, FS, III
119.1, 1495, 1, FS, III
119.2, 1384, 1, RS, III
119.2, 1510, 1, FS, III
119.3, 1110, 1, FS, V
119.3, 1140, 1, FS, V
119.3, 1488, 1, FS, III
119.4, 1126, 1, FS, V
119.4, 1130, 1, FS, V
119.4, 1494, 1, FS, III
119.5, 1084, 1, RS, V
119.5, 1089, 1, RS, V
119.5, 1129, 1, FS, V
119.5, 1142, 1, FS, V
119.5, 1145, 1, FS, V
119.5, 1486, 1, FS, III
119.5, 1501, 1, FS, III
119.6, 1079, 1, RS, V
119.6, 1111, 1, FS, V
119.6, 1115, 1, FS, V
119.6, 1117, 1, FS, V
119.6, 1120, 1, FS, V
119.6, 1121, 1, FS, V
119.6, 1122, 1, FS, V
119.6, 1131, 1, FS, V
119.6, 1135, 1, FS, V
119.6, 1485, 1, FS, III
119.6, 3003, 3, FS, III
119.7, 1051, 1, RS, V
119.7, 1088, 1, RS, V
119.7, 1092, 1, RS, V
119.7, 1098, 1, RS, V
119.7, 1099, 1, RS, V
119.7, 1118, 1, FS, V
119.7, 1119, 1, FS, V
119.7, 1132, 1, FS, V
119.7, 1137, 1, FS, V
119.7, 1138, 1, FS, V
119.7, 1143, 1, FS, V
119.7, 1292, 1, LTS, IV
119.7, 1403, 1, RS, III
119.7, 1497, 1, FS, III
119.7, 1520, 1, LTS, III
119.8, 351, 0, FS, V
119.8, 358, 0, FS, V
119.8, 374, 0, FS, V
119.8, 1037, 1, RS, V
119.8, 1049, 1, RS, V
119.8, 1109, 1, RS, V
119.8, 1116, 1, FS, V
119.8, 1124, 1, FS, V
119.8, 1128, 1, FS, V
119.8, 1133, 1, FS, V
119.8, 1136, 1, FS, V
119.8, 1144, 1, FS, V
119.8, 1482, 1, FS, III
119.8, 1500, 1, FS, III
119.8, 1508, 1, FS, III
119.8, 2644, 3, FS, V
119.9, 361, 0, FS, V
119.9, 1056, 1, RS, V
119.9, 1071, 1, RS, V
119.9, 1073, 1, RS, V
119.9, 1141, 1, FS, V
119.9, 1483, 1, FS, III
119.9, 1496, 1, FS, III
119.9, 1498, 1, FS, III
119.9, 1874, 2, FS, V
120, 357, 0, FS, V
120, 371, 0, FS, V
120, 376, 0, FS, V
120, 1045, 1, RS, V
120, 1068, 1, RS, V
120, 1069, 1, RS, V
120, 1070, 1, RS, V
120, 1075, 1, RS, V
120, 1095, 1, RS, V
120, 1107, 1, RS, V
120, 1113, 1, FS, V
120, 1123, 1, FS, V
120, 1127, 1, FS, V
120, 1489, 1, FS, III
120, 1490, 1, FS, III
120.1, 352, 0, FS, V
120.1, 363, 0, FS, V
120.1, 381, 0, FS, V
120.1, 1034, 1, RS, V
120.1, 1081, 1, RS, V
120.1, 1105, 1, RS, V
120.1, 1114, 1, FS, V
120.1, 1125, 1, FS, V
120.1, 1139, 1, FS, V
120.1, 1146, 1, FS, V
120.1, 1186, 1, IB, V
120.1, 1484, 1, FS, III
120.2, 356, 0, FS, V
120.2, 360, 0, FS, V
120.2, 377, 0, FS, V
120.2, 382, 0, FS, V
120.2, 1038, 1, RS, V
120.2, 1112, 1, FS, V
120.2, 1134, 1, FS, V
120.2, 1170, 1, IB, V
120.2, 1178, 1, IB, V
120.2, 1182, 1, IB, V
120.2, 1891, 2, FS, V
120.3, 353, 0, FS, V
120.3, 364, 0, FS, V
120.3, 1036, 1, RS, V
120.3, 1040, 1, RS, V
120.3, 1046, 1, RS, V
120.3, 1055, 1, RS, V
120.3, 1057, 1, RS, V
120.3, 1066, 1, RS, V
120.3, 1074, 1, RS, V
120.3, 1177, 1, IB, V
120.3, 1180, 1, IB, V
120.3, 1499, 1, FS, III
120.3, 1871, 2, FS, V
120.3, 1878, 2, FS, V
120.3, 1885, 2, FS, V
120.4, 355, 0, FS, V
120.4, 1050, 1, RS, V
120.4, 1053, 1, RS, V
120.4, 1054, 1, RS, V
120.4, 1080, 1, RS, V
120.4, 1294, 1, LTS, IV
120.4, 1502, 1, FS, III
120.4, 1887, 2, FS, V
120.5, 349, 0, FS, V
120.5, 365, 0, FS, V
120.5, 366, 0, FS, V
120.5, 367, 0, FS, V
120.5, 372, 0, FS, V
120.5, 373, 0, FS, V
120.5, 1047, 1, RS, V
120.5, 1052, 1, RS, V
120.5, 1072, 1, RS, V
120.5, 1086, 1, RS, V
120.5, 1167, 1, IB, V
120.5, 1179, 1, IB, V
120.5, 1304, 1, LTS, IV
120.5, 1505, 1, FS, III
120.5, 1509, 1, FS, III
120.5, 1877, 2, FS, V
120.5, 1880, 2, FS, V
120.5, 1881, 2, FS, V
120.5, 1886, 2, FS, V
120.5, 1897, 2, FS, V
120.5, 1900, 2, FS, V
120.5, 2657, 3, FS, V
120.5, 2664, 3, FS, V
120.6, 354, 0, FS, V
120.6, 375, 0, FS, V
120.6, 1035, 1, RS, V
120.6, 1078, 1, RS, V
120.6, 1090, 1, RS, V
120.6, 1097, 1, RS, V
120.6, 1303, 1, LTS, IV
120.6, 1873, 2, FS, V
120.6, 1896, 2, FS, V
120.6, 1899, 2, FS, V
120.6, 1904, 2, FS, V
120.7, 379, 0, FS, V
120.7, 1042, 1, RS, V
120.7, 1044, 1, RS, V
120.7, 1060, 1, RS, V
120.7, 1065, 1, RS, V
120.7, 1100, 1, RS, V
120.7, 1101, 1, RS, V
120.7, 1168, 1, IB, V
120.7, 1173, 1, IB, V
120.7, 1175, 1, IB, V
120.7, 1181, 1, IB, V
120.7, 1183, 1, IB, V
120.7, 1386, 1, RS, III
120.7, 1883, 2, FS, V
120.7, 1884, 2, FS, V
120.7, 1889, 2, FS, V
120.7, 1890, 2, FS, V
120.7, 1901, 2, FS, V
120.7, 1902, 2, FS, V
120.8, 369, 0, FS, V
120.8, 380, 0, FS, V
120.8, 383, 0, FS, V
120.8, 1061, 1, RS, V
120.8, 1062, 1, RS, V
120.8, 1093, 1, RS, V
120.8, 1102, 1, RS, V
120.8, 1103, 1, RS, V
120.8, 1187, 1, IB, V
120.8, 1480, 1, FS, III
120.8, 1892, 2, FS, V
120.8, 1894, 2, FS, V
120.8, 1903, 2, FS, V
120.8, 2654, 3, FS, V
120.8, 2660, 3, FS, V
120.9, 350, 0, FS, V
120.9, 359, 0, FS, V
120.9, 370, 0, FS, V
120.9, 378, 0, FS, V
120.9, 385, 0, FS, V
120.9, 1067, 1, RS, V
120.9, 1083, 1, RS, V
120.9, 1085, 1, RS, V
120.9, 1189, 1, IB, V
120.9, 1875, 2, FS, V
120.9, 1882, 2, FS, V
120.9, 1895, 2, FS, V
120.9, 1905, 2, FS, V
121, 362, 0, FS, V
121, 1043, 1, RS, V
121, 1059, 1, RS, V
121, 1076, 1, RS, V
121, 1082, 1, RS, V
121, 1091, 1, RS, V
121, 1096, 1, RS, V
121, 1108, 1, RS, V
121, 1172, 1, IB, V
121, 1174, 1, IB, V
121, 1190, 1, IB, V
121, 1516, 1, LTS, III
121.1, 1104, 1, RS, V
121.1, 1166, 1, IB, V
121.1, 1191, 1, IB, V
121.1, 1291, 1, LTS, IV
121.2, 1058, 1, RS, V
121.2, 1063, 1, RS, V
121.2, 1087, 1, RS, V
121.2, 1171, 1, IB, V
121.3, 1077, 1, RS, V
121.3, 1094, 1, RS, V
121.3, 1185, 1, IB, V
121.3, 1487, 1, FS, III
121.3, 2643, 3, FS, V
121.3, 2655, 3, FS, V
121.3, 2656, 3, FS, V
121.3, 2658, 3, FS, V
121.4, 1033, 1, RS, V
121.4, 1048, 1, RS, V
121.4, 3430, 4, LTS, V
121.5, 1106, 1, RS, V
121.5, 1176, 1, IB, V
121.5, 2666, 3, FS, V
121.6, 1041, 1, RS, V
121.6, 1192, 1, IB, V
121.6, 1514, 1, LTS, III
121.7, 1298, 1, LTS, IV
121.7, 1481, 1, FS, III
121.8, 1169, 1, IB, V
121.8, 1305, 1, LTS, IV
121.8, 1506, 1, FS, III
121.8, 1512, 1, LTS, III
121.8, 2662, 3, FS, V
121.8, 2668, 3, FS, V
121.9, 930, 1, RS, VI
121.9, 1188, 1, IB, V
121.9, 1491, 1, FS, III
121.9, 1493, 1, FS, III
121.9, 2637, 3, FS, V
121.9, 2647, 3, FS, V
121.9, 2649, 3, FS, V
122, 1064, 1, RS, V
122, 1184, 1, IB, V
122, 1492, 1, FS, III
122, 1495, 1, FS, III
122, 1513, 1, LTS, III
122.1, 1358, 1, RS, III
122.1, 1510, 1, FS, III
122.1, 1511, 1, FS, III
122.1, 2636, 3, FS, V
122.2, 796, 1, RS, VI
122.2, 1110, 1, FS, V
122.2, 1140, 1, FS, V
122.2, 1295, 1, LTS, IV
122.2, 1488, 1, FS, III
122.2, 2633, 3, FS, V
122.3, 421, 0, IB, V
122.3, 869, 1, RS, VI
122.3, 1126, 1, FS, V
122.3, 1130, 1, FS, V
122.4, 784, 1, RS, VI
122.4, 1129, 1, FS, V
122.4, 1142, 1, FS, V
122.4, 1145, 1, FS, V
122.4, 1486, 1, FS, III
122.4, 1501, 1, FS, III
122.5, 1111, 1, FS, V
122.5, 1115, 1, FS, V
122.5, 1117, 1, FS, V
122.5, 1120, 1, FS, V
122.5, 1121, 1, FS, V
122.5, 1122, 1, FS, V
122.5, 1131, 1, FS, V
122.5, 1135, 1, FS, V
122.5, 1485, 1, FS, III
122.5, 2659, 3, FS, V
122.5, 2661, 3, FS, V
122.6, 1118, 1, FS, V
122.6, 1119, 1, FS, V
122.6, 1132, 1, FS, V
122.6, 1137, 1, FS, V
122.6, 1138, 1, FS, V
122.6, 1143, 1, FS, V
122.6, 1494, 1, FS, III
122.6, 2639, 3, FS, V
122.7, 981, 1, RS, VI
122.7, 1116, 1, FS, V
122.7, 1124, 1, FS, V
122.7, 1128, 1, FS, V
122.7, 1133, 1, FS, V
122.7, 1136, 1, FS, V
122.7, 1144, 1, FS, V
122.7, 1508, 1, FS, III
122.7, 1521, 1, LTS, III
122.7, 2644, 3, FS, V
122.8, 1141, 1, FS, V
122.8, 1507, 1, FS, III
122.8, 2651, 3, FS, V
122.8, 3446, 4, LTS, V
122.9, 917, 1, RS, VI
122.9, 1113, 1, FS, V
122.9, 1123, 1, FS, V
122.9, 1127, 1, FS, V
122.9, 1306, 1, LTS, IV
122.9, 2632, 3, FS, V
123, 1139, 1, FS, V
123, 1146, 1, FS, V
123, 1290, 1, LTS, IV
123, 1363, 1, RS, III
123, 2640, 3, FS, V
123.1, 1039, 1, RS, V
123.1, 1112, 1, FS, V
123.1, 1125, 1, FS, V
123.1, 1134, 1, FS, V
123.2, 853, 1, RS, VI
123.2, 1114, 1, FS, V
123.2, 1297, 1, LTS, IV
123.2, 2641, 3, FS, V
123.2, 2653, 3, FS, V
123.4, 779, 1, RS, VI
123.4, 800, 1, RS, VI
123.4, 1300, 1, LTS, IV
123.5, 1186, 1, IB, V
123.5, 1394, 1, RS, III
123.6, 1170, 1, IB, V
123.6, 1178, 1, IB, V
123.6, 1182, 1, IB, V
123.7, 835, 1, RS, VI
123.7, 932, 1, RS, VI
123.7, 1177, 1, IB, V
123.7, 1180, 1, IB, V
123.7, 1500, 1, FS, III
123.8, 1301, 1, LTS, IV
123.8, 1302, 1, LTS, IV
123.9, 1167, 1, IB, V
123.9, 1179, 1, IB, V
123.9, 1478, 1, RS, III
123.9, 2657, 3, FS, V
124, 837, 1, RS, VI
124.1, 1168, 1, IB, V
124.1, 1173, 1, IB, V
124.1, 1175, 1, IB, V
124.1, 1181, 1, IB, V
124.1, 1183, 1, IB, V
124.1, 1496, 1, FS, III
124.1, 1505, 1, FS, III
124.1, 1881, 2, FS, V
124.1, 2638, 3, FS, V
124.2, 1187, 1, IB, V
124.2, 1487, 1, FS, III
124.2, 2663, 3, FS, V
124.3, 925, 1, RS, VI
124.3, 1189, 1, IB, V
124.4, 936, 1, RS, VI
124.4, 1172, 1, IB, V
124.4, 1174, 1, IB, V
124.4, 1190, 1, IB, V
124.4, 1299, 1, LTS, IV
124.5, 1166, 1, IB, V
124.5, 1191, 1, IB, V
124.5, 1292, 1, LTS, IV
124.5, 1520, 1, LTS, III
124.6, 969, 1, RS, VI
124.6, 1171, 1, IB, V
124.7, 1185, 1, IB, V
124.7, 1344, 1, RS, III
124.8, 1884, 2, FS, V
124.9, 1176, 1, IB, V
124.9, 1293, 1, LTS, IV
124.9, 1481, 1, FS, III
124.9, 1495, 1, FS, III
124.9, 2665, 3, FS, V
125, 959, 1, RS, VI
125, 1192, 1, IB, V
125, 1296, 1, LTS, IV
125.1, 839, 1, RS, VI
125.1, 1110, 1, FS, V
125.1, 1140, 1, FS, V
125.1, 1489, 1, FS, III
125.2, 878, 1, RS, VI
125.2, 916, 1, RS, VI
125.2, 1126, 1, FS, V
125.2, 1130, 1, FS, V
125.2, 1169, 1, IB, V
125.2, 1294, 1, LTS, IV
125.2, 2642, 3, FS, V
125.2, 2645, 3, FS, V
125.3, 804, 1, RS, VI
125.3, 1129, 1, FS, V
125.3, 1142, 1, FS, V
125.3, 1145, 1, FS, V
125.3, 1188, 1, IB, V
125.3, 1304, 1, LTS, IV
125.4, 942, 1, RS, VI
125.4, 1111, 1, FS, V
125.4, 1115, 1, FS, V
125.4, 1117, 1, FS, V
125.4, 1120, 1, FS, V
125.4, 1121, 1, FS, V
125.4, 1122, 1, FS, V
125.4, 1131, 1, FS, V
125.4, 1135, 1, FS, V
125.4, 1184, 1, IB, V
125.4, 1303, 1, LTS, IV
125.4, 1483, 1, FS, III
125.4, 1497, 1, FS, III
125.5, 1118, 1, FS, V
125.5, 1119, 1, FS, V
125.5, 1132, 1, FS, V
125.5, 1137, 1, FS, V
125.5, 1138, 1, FS, V
125.5, 1143, 1, FS, V
125.5, 2643, 3, FS, V
125.6, 883, 1, RS, VI
125.6, 987, 1, RS, VI
125.6, 1116, 1, FS, V
125.6, 1124, 1, FS, V
125.6, 1128, 1, FS, V
125.6, 1133, 1, FS, V
125.6, 1136, 1, FS, V
125.6, 1144, 1, FS, V
125.6, 1904, 2, FS, V
125.6, 2684, 3, LTS, V
125.7, 783, 1, RS, VI
125.7, 898, 1, RS, VI
125.7, 1141, 1, FS, V
125.8, 848, 1, RS, VI
125.8, 849, 1, RS, VI
125.8, 964, 1, RS, VI
125.8, 1084, 1, RS, V
125.8, 1089, 1, RS, V
125.8, 1113, 1, FS, V
125.8, 1123, 1, FS, V
125.8, 1127, 1, FS, V
125.8, 1516, 1, LTS, III
125.8, 1882, 2, FS, V
125.8, 2711, 3, IB, V
125.9, 826, 1, RS, VI
125.9, 872, 1, RS, VI
125.9, 897, 1, RS, VI
125.9, 906, 1, RS, VI
125.9, 980, 1, RS, VI
125.9, 983, 1, RS, VI
125.9, 1079, 1, RS, V
125.9, 1139, 1, FS, V
125.9, 1146, 1, FS, V
125.9, 1291, 1, LTS, IV
126, 857, 1, RS, VI
126, 951, 1, RS, VI
126, 1051, 1, RS, V
126, 1088, 1, RS, V
126, 1092, 1, RS, V
126, 1098, 1, RS, V
126, 1099, 1, RS, V
126, 1125, 1, FS, V
126, 1134, 1, FS, V
126, 1432, 1, RS, III
126, 1491, 1, FS, III
126.1, 973, 1, RS, VI
126.1, 1037, 1, RS, V
126.1, 1049, 1, RS, V
126.1, 1109, 1, RS, V
126.1, 1112, 1, FS, V
126.2, 1056, 1, RS, V
126.2, 1071, 1, RS, V
126.2, 1073, 1, RS, V
126.2, 1493, 1, FS, III
126.3, 1045, 1, RS, V
126.3, 1068, 1, RS, V
126.3, 1069, 1, RS, V
126.3, 1070, 1, RS, V
126.3, 1075, 1, RS, V
126.3, 1095, 1, RS, V
126.3, 1107, 1, RS, V
126.4, 967, 1, RS, VI
126.4, 1034, 1, RS, V
126.4, 1081, 1, RS, V
126.4, 1105, 1, RS, V
126.4, 1488, 1, FS, III
126.5, 962, 1, RS, VI
126.5, 1038, 1, RS, V
126.5, 1298, 1, LTS, IV
126.5, 2706, 3, IB, V
126.6, 840, 1, RS, VI
126.6, 1036, 1, RS, V
126.6, 1040, 1, RS, V
126.6, 1046, 1, RS, V
126.6, 1055, 1, RS, V
126.6, 1057, 1, RS, V
126.6, 1066, 1, RS, V
126.6, 1074, 1, RS, V
126.6, 1305, 1, LTS, IV
126.6, 1512, 1, LTS, III
126.6, 1518, 1, LTS, III
126.7, 955, 1, RS, VI
126.7, 1050, 1, RS, V
126.7, 1053, 1, RS, V
126.7, 1054, 1, RS, V
126.7, 1080, 1, RS, V
126.8, 814, 1, RS, VI
126.8, 1047, 1, RS, V
126.8, 1052, 1, RS, V
126.8, 1072, 1, RS, V
126.8, 1086, 1, RS, V
126.9, 931, 1, RS, VI
126.9, 1035, 1, RS, V
126.9, 1078, 1, RS, V
126.9, 1090, 1, RS, V
126.9, 1097, 1, RS, V
126.9, 1186, 1, IB, V
126.9, 1492, 1, FS, III
127, 1042, 1, RS, V
127, 1044, 1, RS, V
127, 1060, 1, RS, V
127, 1065, 1, RS, V
127, 1100, 1, RS, V
127, 1101, 1, RS, V
127, 1170, 1, IB, V
127, 1178, 1, IB, V
127, 1182, 1, IB, V
127, 1295, 1, LTS, IV
127, 1386, 1, RS, III
127, 1881, 2, FS, V
127.1, 823, 1, RS, VI
127.1, 877, 1, RS, VI
127.1, 1061, 1, RS, V
127.1, 1062, 1, RS, V
127.1, 1093, 1, RS, V
127.1, 1102, 1, RS, V
127.1, 1103, 1, RS, V
127.1, 1177, 1, IB, V
127.1, 1180, 1, IB, V
127.2, 896, 1, RS, VI
127.2, 1067, 1, RS, V
127.2, 1083, 1, RS, V
127.2, 1085, 1, RS, V
127.2, 1514, 1, LTS, III
127.3, 966, 1, RS, VI
127.3, 1043, 1, RS, V
127.3, 1059, 1, RS, V
127.3, 1076, 1, RS, V
127.3, 1082, 1, RS, V
127.3, 1091, 1, RS, V
127.3, 1096, 1, RS, V
127.3, 1108, 1, RS, V
127.3, 1167, 1, IB, V
127.3, 1179, 1, IB, V
127.3, 1513, 1, LTS, III
127.4, 765, 1, RS, VI
127.4, 1104, 1, RS, V
127.5, 812, 1, RS, VI
127.5, 1058, 1, RS, V
127.5, 1063, 1, RS, V
127.5, 1087, 1, RS, V
127.5, 1168, 1, IB, V
127.5, 1173, 1, IB, V
127.5, 1175, 1, IB, V
127.5, 1181, 1, IB, V
127.5, 1183, 1, IB, V
127.5, 1446, 1, RS, III
127.5, 1521, 1, LTS, III
127.6, 787, 1, RS, VI
127.6, 788, 1, RS, VI
127.6, 992, 1, RS, VI
127.6, 1077, 1, RS, V
127.6, 1094, 1, RS, V
127.6, 1187, 1, IB, V
127.7, 870, 1, RS, VI
127.7, 879, 1, RS, VI
127.7, 881, 1, RS, VI
127.7, 1033, 1, RS, V
127.7, 1048, 1, RS, V
127.7, 1189, 1, IB, V
127.7, 1306, 1, LTS, IV
127.8, 828, 1, RS, VI
127.8, 910, 1, RS, VI
127.8, 922, 1, RS, VI
127.8, 1106, 1, RS, V
127.8, 1114, 1, FS, V
127.8, 1172, 1, IB, V
127.8, 1174, 1, IB, V
127.8, 1190, 1, IB, V
127.8, 1290, 1, LTS, IV
127.8, 1877, 2, FS, V
127.8, 2664, 3, FS, V
127.9, 919, 1, RS, VI
127.9, 965, 1, RS, VI
127.9, 988, 1, RS, VI
127.9, 1041, 1, RS, V
127.9, 1166, 1, IB, V
127.9, 1191, 1, IB, V
127.9, 1899, 2, FS, V
128, 792, 1, RS, VI
128, 856, 1, RS, VI
128, 974, 1, RS, VI
128, 1140, 1, FS, V
128, 1171, 1, IB, V
128, 1297, 1, LTS, IV
128, 1871, 2, FS, V
128.1, 761, 1, RS, VI
128.1, 774, 1, RS, VI
128.1, 808, 1, RS, VI
128.1, 927, 1, RS, VI
128.1, 1032, 1, LTS, VI
128.1, 1126, 1, FS, V
128.1, 1130, 1, FS, V
128.1, 1185, 1, IB, V
128.2, 850, 1, RS, VI
128.2, 1110, 1, FS, V
128.2, 1129, 1, FS, V
128.2, 1142, 1, FS, V
128.2, 1300, 1, LTS, IV
128.2, 1449, 1, RS, III
128.2, 1884, 2, FS, V
128.3, 371, 0, FS, V
128.3, 864, 1, RS, VI
128.3, 1064, 1, RS, V
128.3, 1111, 1, FS, V
128.3, 1117, 1, FS, V
128.3, 1120, 1, FS, V
128.3, 1121, 1, FS, V
128.3, 1122, 1, FS, V
128.3, 1131, 1, FS, V
128.3, 1135, 1, FS, V
128.3, 1176, 1, IB, V
128.3, 1883, 2, FS, V
128.4, 354, 0, FS, V
128.4, 858, 1, RS, VI
128.4, 994, 1, RS, VI
128.4, 1132, 1, FS, V
128.4, 1138, 1, FS, V
128.4, 1143, 1, FS, V
128.4, 1192, 1, IB, V
128.5, 797, 1, RS, VI
128.5, 1116, 1, FS, V
128.5, 1118, 1, FS, V
128.5, 1119, 1, FS, V
128.5, 1128, 1, FS, V
128.5, 1133, 1, FS, V
128.5, 1136, 1, FS, V
128.5, 1144, 1, FS, V
128.5, 1473, 1, RS, III
128.5, 1904, 2, FS, V
128.6, 954, 1, RS, VI
128.6, 1141, 1, FS, V
128.6, 1169, 1, IB, V
128.6, 1301, 1, LTS, IV
128.6, 1302, 1, LTS, IV
128.7, 923, 1, RS, VI
128.7, 1123, 1, FS, V
128.7, 1127, 1, FS, V
128.7, 1137, 1, FS, V
128.7, 1188, 1, IB, V
128.8, 1124, 1, FS, V
128.8, 1139, 1, FS, V
128.8, 1145, 1, FS, V
128.8, 1184, 1, IB, V
128.9, 357, 0, FS, V
128.9, 1134, 1, FS, V
129, 382, 0, FS, V
129, 1146, 1, FS, V
129.1, 366, 0, FS, V
129.1, 834, 1, RS, VI
129.1, 1125, 1, FS, V
129.1, 1895, 2, FS, V
129.2, 871, 1, RS, VI
129.2, 984, 1, RS, VI
129.2, 1299, 1, LTS, IV
129.3, 819, 1, RS, VI
129.3, 1115, 1, FS, V
129.3, 1292, 1, LTS, IV
129.3, 1520, 1, LTS, III
129.4, 1039, 1, RS, V
129.4, 1882, 2, FS, V
129.5, 381, 0, FS, V
129.5, 841, 1, RS, VI
129.5, 950, 1, RS, VI
129.5, 1878, 2, FS, V
129.6, 349, 0, FS, V
129.6, 350, 0, FS, V
129.6, 352, 0, FS, V
129.6, 358, 0, FS, V
129.6, 977, 1, RS, VI
129.6, 1112, 1, FS, V
129.7, 355, 0, FS, V
129.7, 361, 0, FS, V
129.7, 768, 1, RS, VI
129.7, 791, 1, RS, VI
129.7, 960, 1, RS, VI
129.7, 963, 1, RS, VI
129.7, 1113, 1, FS, V
129.8, 379, 0, FS, V
129.8, 882, 1, RS, VI
129.8, 1028, 1, LTS, VI
129.8, 1891, 2, FS, V
129.8, 1894, 2, FS, V
129.8, 1903, 2, FS, V
129.9, 365, 0, FS, V
129.9, 1881, 2, FS, V
130, 383, 0, FS, V
130, 1422, 1, RS, III
130.1, 947, 1, RS, VI
130.1, 1304, 1, LTS, IV
130.1, 1875, 2, FS, V
130.1, 1880, 2, FS, V
130.2, 360, 0, FS, V
130.2, 363, 0, FS, V
130.2, 369, 0, FS, V
130.2, 373, 0, FS, V
130.2, 798, 1, RS, VI
130.2, 1008, 1, FS, VI
130.2, 1303, 1, LTS, IV
130.2, 1886, 2, FS, V
130.2, 1896, 2, FS, V
