10.9, 2056, 2, LTS, IV
112.3, 1050, 1, RS, V
112.3, 1172, 1, IB, V
112.3, 1190, 1, IB, V
112.3, 1191, 1, IB, V
112.3, 2079, 2, RS, III
112.3, 2243, 2, FS, III
112.3, 2253, 2, FS, III
112.4, 543, 0, LTS, IV
112.4, 595, 0, RS, III
112.4, 609, 0, RS, III
112.4, 741, 0, FS, III
112.4, 1097, 1, RS, V
112.4, 1174, 1, IB, V
112.4, 2122, 2, RS, III
112.5, 645, 0, RS, III
112.5, 1035, 1, RS, V
112.5, 1060, 1, RS, V
112.5, 1061, 1, RS, V
112.5, 1086, 1, RS, V
112.5, 1093, 1, RS, V
112.5, 1104, 1, RS, V
112.5, 1171, 1, IB, V
112.5, 1494, 1, FS, III
112.5, 2213, 2, RS, III
112.6, 550, 0, RS, III
112.6, 601, 0, RS, III
112.6, 662, 0, RS, III
112.6, 689, 0, RS, III
112.6, 736, 0, FS, III
112.6, 748, 0, FS, III
112.6, 1042, 1, RS, V
112.6, 1044, 1, RS, V
112.6, 1078, 1, RS, V
112.6, 1080, 1, RS, V
112.6, 1101, 1, RS, V
112.6, 1102, 1, RS, V
112.6, 1166, 1, IB, V
112.6, 1486, 1, FS, III
112.7, 568, 0, RS, III
112.7, 583, 0, RS, III
112.7, 628, 0, RS, III
112.7, 640, 0, RS, III
112.7, 716, 0, RS, III
112.7, 737, 0, FS, III
112.7, 1043, 1, RS, V
112.7, 1065, 1, RS, V
112.7, 1067, 1, RS, V
112.7, 1076, 1, RS, V
112.7, 1085, 1, RS, V
112.7, 1103, 1, RS, V
112.7, 1185, 1, IB, V
112.7, 1425, 1, RS, III
112.7, 1497, 1, FS, III
112.7, 2039, 2, FS, IV
112.7, 2196, 2, RS, III
112.8, 599, 0, RS, III
112.8, 635, 0, RS, III
112.8, 691, 0, RS, III
112.8, 1082, 1, RS, V
112.8, 1083, 1, RS, V
112.8, 1091, 1, RS, V
112.8, 1096, 1, RS, V
112.9, 608, 0, RS, III
112.9, 619, 0, RS, III
112.9, 688, 0, RS, III
112.9, 1059, 1, RS, V
112.9, 1077, 1, RS, V
112.9, 1087, 1, RS, V
112.9, 1176, 1, IB, V
112.9, 1184, 1, IB, V
112.9, 1192, 1, IB, V
112.9, 1371, 1, RS, III
112.9, 2081, 2, RS, III
112.9, 2172, 2, RS, III
113, 739, 0, FS, III
113, 1039, 1, RS, V
113, 1058, 1, RS, V
113, 1062, 1, RS, V
113, 1100, 1, RS, V
113, 1481, 1, FS, III
113, 1483, 1, FS, III
113, 2193, 2, RS, III
113.1, 658, 0, RS, III
113.1, 1063, 1, RS, V
113.1, 1169, 1, IB, V
113.1, 1188, 1, IB, V
113.1, 2135, 2, RS, III
113.1, 2206, 2, RS, III
113.1, 2811, 3, FS, IV
113.2, 682, 0, RS, III
113.2, 692, 0, RS, III
113.2, 1094, 1, RS, V
113.2, 1106, 1, RS, V
113.2, 1463, 1, RS, III
113.2, 1504, 1, FS, III
113.3, 610, 0, RS, III
113.3, 1033, 1, RS, V
113.3, 1315, 1, RS, III
113.3, 1469, 1, RS, III
113.3, 2084, 2, RS, III
113.3, 3026, 3, FS, III
113.4, 612, 0, RS, III
113.4, 627, 0, RS, III
113.4, 705, 0, RS, III
113.4, 746, 0, FS, III
113.4, 1048, 1, RS, V
113.4, 1330, 1, RS, III
113.4, 1387, 1, RS, III
113.4, 1396, 1, RS, III
113.4, 1452, 1, RS, III
113.4, 1457, 1, RS, III
113.4, 2251, 2, FS, III
113.4, 2267, 2, FS, III
113.5, 719, 0, FS, III
113.5, 722, 0, FS, III
113.5, 1359, 1, RS, III
113.5, 1430, 1, RS, III
113.5, 1438, 1, RS, III
113.5, 1453, 1, RS, III
113.5, 1476, 1, RS, III
113.5, 1491, 1, FS, III
113.5, 2262, 2, FS, III
113.5, 3001, 3, FS, III
113.6, 711, 0, RS, III
113.6, 733, 0, FS, III
113.6, 735, 0, FS, III
113.6, 1342, 1, RS, III
113.6, 1495, 1, FS, III
113.6, 2180, 2, RS, III
113.6, 2229, 2, RS, III
113.7, 721, 0, FS, III
113.7, 750, 0, FS, III
113.7, 1041, 1, RS, V
113.7, 1349, 1, RS, III
113.7, 1352, 1, RS, III
113.7, 1363, 1, RS, III
113.7, 1407, 1, RS, III
113.7, 1409, 1, RS, III
113.7, 1423, 1, RS, III
113.7, 2142, 2, RS, III
113.7, 2156, 2, RS, III
113.8, 622, 0, RS, III
113.8, 675, 0, RS, III
113.8, 718, 0, FS, III
113.8, 723, 0, FS, III
113.8, 732, 0, FS, III
113.8, 738, 0, FS, III
113.8, 1320, 1, RS, III
113.8, 1328, 1, RS, III
113.8, 1366, 1, RS, III
113.8, 1383, 1, RS, III
113.8, 1412, 1, RS, III
113.8, 1420, 1, RS, III
113.8, 1443, 1, RS, III
113.8, 1455, 1, RS, III
113.8, 1459, 1, RS, III
113.8, 1466, 1, RS, III
113.8, 1472, 1, RS, III
113.8, 2252, 2, FS, III
113.8, 2272, 2, FS, III
113.8, 3018, 3, FS, III
113.9, 575, 0, RS, III
113.9, 616, 0, RS, III
113.9, 1314, 1, RS, III
113.9, 1348, 1, RS, III
113.9, 1358, 1, RS, III
113.9, 1367, 1, RS, III
113.9, 2245, 2, FS, III
113.9, 2255, 2, FS, III
113.9, 3016, 3, FS, III
114, 567, 0, RS, III
114, 744, 0, FS, III
114, 747, 0, FS, III
114, 1309, 1, RS, III
114, 1345, 1, RS, III
114, 1361, 1, RS, III
114, 1400, 1, RS, III
114, 1422, 1, RS, III
114, 1426, 1, RS, III
114, 1465, 1, RS, III
114, 2139, 2, RS, III
114, 2270, 2, FS, III
114, 3002, 3, FS, III
114.1, 1351, 1, RS, III
114.1, 1368, 1, RS, III
114.1, 1369, 1, RS, III
114.1, 1377, 1, RS, III
114.1, 1394, 1, RS, III
114.1, 1406, 1, RS, III
114.1, 1424, 1, RS, III
114.1, 1441, 1, RS, III
114.1, 1446, 1, RS, III
114.1, 1454, 1, RS, III
114.1, 1473, 1, RS, III
114.1, 2138, 2, RS, III
114.1, 2165, 2, RS, III
114.1, 2246, 2, FS, III
114.1, 2254, 2, FS, III
114.1, 2264, 2, FS, III
114.1, 3009, 3, FS, III
114.2, 720, 0, FS, III
114.2, 730, 0, FS, III
114.2, 740, 0, FS, III
114.2, 1353, 1, RS, III
114.2, 1355, 1, RS, III
114.2, 1370, 1, RS, III
114.2, 1388, 1, RS, III
114.2, 1415, 1, RS, III
114.2, 1417, 1, RS, III
114.2, 1421, 1, RS, III
114.2, 1462, 1, RS, III
114.2, 1477, 1, RS, III
114.2, 2234, 2, RS, III
114.2, 2268, 2, FS, III
114.2, 3006, 3, FS, III
114.2, 3024, 3, FS, III
114.2, 3033, 3, FS, III
114.3, 624, 0, RS, III
114.3, 743, 0, FS, III
114.3, 1343, 1, RS, III
114.3, 1346, 1, RS, III
114.3, 1372, 1, RS, III
114.3, 1376, 1, RS, III
114.3, 1397, 1, RS, III
114.3, 1414, 1, RS, III
114.3, 1434, 1, RS, III
114.3, 1447, 1, RS, III
114.3, 2227, 2, RS, III
114.3, 2260, 2, FS, III
114.4, 725, 0, FS, III
114.4, 729, 0, FS, III
114.4, 734, 0, FS, III
114.4, 1311, 1, RS, III
114.4, 1318, 1, RS, III
114.4, 1336, 1, RS, III
114.4, 1354, 1, RS, III
114.4, 1375, 1, RS, III
114.4, 1381, 1, RS, III
114.4, 1386, 1, RS, III
114.4, 1416, 1, RS, III
114.4, 1427, 1, RS, III
114.4, 1439, 1, RS, III
114.4, 1470, 1, RS, III
114.4, 1471, 1, RS, III
114.4, 1474, 1, RS, III
114.4, 2200, 2, RS, III
114.4, 2269, 2, FS, III
114.4, 3020, 3, FS, III
114.5, 385, 0, FS, V
114.5, 1064, 1, RS, V
114.5, 1360, 1, RS, III
114.5, 1404, 1, RS, III
114.5, 1433, 1, RS, III
114.5, 1487, 1, FS, III
114.5, 3021, 3, FS, III
114.6, 1333, 1, RS, III
114.6, 1419, 1, RS, III
114.6, 1436, 1, RS, III
114.6, 1448, 1, RS, III
114.6, 1458, 1, RS, III
114.6, 2242, 2, FS, III
114.6, 3013, 3, FS, III
114.6, 3031, 3, FS, III
114.7, 571, 0, RS, III
114.7, 641, 0, RS, III
114.7, 1110, 1, FS, V
114.7, 1321, 1, RS, III
114.7, 1331, 1, RS, III
114.7, 1341, 1, RS, III
114.7, 1384, 1, RS, III
114.7, 1395, 1, RS, III
114.7, 1410, 1, RS, III
114.7, 1431, 1, RS, III
114.7, 1432, 1, RS, III
114.7, 1508, 1, FS, III
114.7, 2809, 3, FS, IV
114.7, 3008, 3, FS, III
114.7, 3015, 3, FS, III
114.8, 712, 0, RS, III
114.8, 728, 0, FS, III
114.8, 1111, 1, FS, V
114.8, 1129, 1, FS, V
114.8, 1135, 1, FS, V
114.8, 1319, 1, RS, III
114.8, 1332, 1, RS, III
114.8, 1411, 1, RS, III
114.8, 1478, 1, RS, III
114.8, 2194, 2, RS, III
114.8, 3023, 3, FS, III
114.9, 371, 0, FS, V
114.9, 376, 0, FS, V
114.9, 425, 0, IB, V
114.9, 1122, 1, FS, V
114.9, 1130, 1, FS, V
114.9, 1136, 1, FS, V
114.9, 1140, 1, FS, V
114.9, 1142, 1, FS, V
114.9, 1186, 1, IB, V
114.9, 1294, 1, LTS, IV
114.9, 1323, 1, RS, III
114.9, 1405, 1, RS, III
114.9, 2257, 2, FS, III
114.9, 3030, 3, FS, III
115, 357, 0, FS, V
115, 363, 0, FS, V
115, 374, 0, FS, V
115, 381, 0, FS, V
115, 582, 0, RS, III
115, 1117, 1, FS, V
115, 1119, 1, FS, V
115, 1120, 1, FS, V
115, 1121, 1, FS, V
115, 1123, 1, FS, V
115, 1124, 1, FS, V
115, 1126, 1, FS, V
115, 1133, 1, FS, V
115, 1145, 1, FS, V
115, 1170, 1, IB, V
115, 1307, 1, RS, III
115, 1347, 1, RS, III
115, 1364, 1, RS, III
115, 1374, 1, RS, III
115, 1402, 1, RS, III
115, 1429, 1, RS, III
115, 3025, 3, FS, III
115, 3027, 3, FS, III
115.1, 358, 0, FS, V
115.1, 361, 0, FS, V
115.1, 724, 0, FS, III
115.1, 1128, 1, FS, V
115.1, 1131, 1, FS, V
115.1, 1137, 1, FS, V
115.1, 1138, 1, FS, V
115.1, 1167, 1, IB, V
115.1, 1178, 1, IB, V
115.1, 1182, 1, IB, V
115.1, 1338, 1, RS, III
115.1, 1380, 1, RS, III
115.1, 1461, 1, RS, III
115.1, 3007, 3, FS, III
115.1, 3014, 3, FS, III
115.1, 3019, 3, FS, III
115.1, 3028, 3, FS, III
115.2, 349, 0, FS, V
115.2, 351, 0, FS, V
115.2, 352, 0, FS, V
115.2, 377, 0, FS, V
115.2, 424, 0, IB, V
115.2, 592, 0, RS, III
115.2, 1115, 1, FS, V
115.2, 1116, 1, FS, V
115.2, 1127, 1, FS, V
115.2, 1141, 1, FS, V
115.2, 1143, 1, FS, V
115.2, 1144, 1, FS, V
115.2, 1180, 1, IB, V
115.2, 1189, 1, IB, V
115.2, 1329, 1, RS, III
115.2, 1335, 1, RS, III
115.2, 1344, 1, RS, III
115.2, 1350, 1, RS, III
115.2, 1379, 1, RS, III
115.2, 1399, 1, RS, III
115.2, 1877, 2, FS, V
115.2, 1891, 2, FS, V
115.2, 3011, 3, FS, III
115.2, 3012, 3, FS, III
115.3, 353, 0, FS, V
115.3, 355, 0, FS, V
115.3, 360, 0, FS, V
115.3, 411, 0, IB, V
115.3, 696, 0, RS, III
115.3, 727, 0, FS, III
115.3, 1113, 1, FS, V
115.3, 1114, 1, FS, V
115.3, 1118, 1, FS, V
115.3, 1132, 1, FS, V
115.3, 1177, 1, IB, V
115.3, 1179, 1, IB, V
115.3, 1183, 1, IB, V
115.3, 1310, 1, RS, III
115.3, 1445, 1, RS, III
115.3, 1467, 1, RS, III
115.3, 1501, 1, FS, III
115.3, 1506, 1, FS, III
115.3, 1871, 2, FS, V
115.3, 1878, 2, FS, V
115.3, 3005, 3, FS, III
115.3, 3456, 4, IB, V
115.4, 359, 0, FS, V
115.4, 364, 0, FS, V
115.4, 372, 0, FS, V
115.4, 382, 0, FS, V
115.4, 1112, 1, FS, V
115.4, 1125, 1, FS, V
115.4, 1134, 1, FS, V
115.4, 1146, 1, FS, V
115.4, 1168, 1, IB, V
115.4, 1398, 1, RS, III
115.4, 1403, 1, RS, III
115.4, 1451, 1, RS, III
115.4, 1510, 1, FS, III
115.4, 1880, 2, FS, V
115.4, 3022, 3, FS, III
115.5, 356, 0, FS, V
115.5, 365, 0, FS, V
115.5, 405, 0, IB, V
115.5, 417, 0, IB, V
115.5, 1175, 1, IB, V
115.5, 1181, 1, IB, V
115.5, 1187, 1, IB, V
115.5, 1450, 1, RS, III
115.5, 1874, 2, FS, V
115.5, 1875, 2, FS, V
115.5, 1885, 2, FS, V
115.5, 1894, 2, FS, V
115.5, 1904, 2, FS, V
115.6, 367, 0, FS, V
115.6, 1139, 1, FS, V
115.6, 1173, 1, IB, V
115.6, 1493, 1, FS, III
115.6, 1497, 1, FS, III
115.6, 1883, 2, FS, V
115.6, 1886, 2, FS, V
115.6, 1887, 2, FS, V
115.6, 1899, 2, FS, V
115.7, 318, 0, RS, V
115.7, 354, 0, FS, V
115.7, 368, 0, FS, V
115.7, 370, 0, FS, V
115.7, 373, 0, FS, V
115.7, 379, 0, FS, V
115.7, 745, 0, FS, III
115.7, 1172, 1, IB, V
115.7, 1190, 1, IB, V
115.7, 1191, 1, IB, V
115.7, 1291, 1, LTS, IV
115.7, 1389, 1, RS, III
115.7, 1437, 1, RS, III
115.7, 1881, 2, FS, V
115.7, 1897, 2, FS, V
115.7, 1900, 2, FS, V
115.7, 1901, 2, FS, V
115.7, 1902, 2, FS, V
115.7, 1905, 2, FS, V
115.7, 3003, 3, FS, III
115.8, 311, 0, RS, V
115.8, 339, 0, RS, V
115.8, 366, 0, FS, V
115.8, 375, 0, FS, V
115.8, 410, 0, IB, V
115.8, 419, 0, IB, V
115.8, 420, 0, IB, V
115.8, 431, 0, IB, V
115.8, 1174, 1, IB, V
115.8, 1322, 1, RS, III
115.8, 1486, 1, FS, III
115.8, 1494, 1, FS, III
115.8, 1889, 2, FS, V
115.8, 1896, 2, FS, V
115.8, 1907, 2, FS, V
115.8, 3004, 3, FS, III
115.9, 328, 0, RS, V
115.9, 350, 0, FS, V
115.9, 378, 0, FS, V
115.9, 407, 0, IB, V
115.9, 429, 0, IB, V
115.9, 1171, 1, IB, V
115.9, 1362, 1, RS, III
115.9, 1442, 1, RS, III
115.9, 1481, 1, FS, III
115.9, 1492, 1, FS, III
115.9, 1505, 1, FS, III
115.9, 1872, 2, FS, V
115.9, 1873, 2, FS, V
115.9, 1884, 2, FS, V
115.9, 1888, 2, FS, V
115.9, 1890, 2, FS, V
115.9, 1892, 2, FS, V
115.9, 2070, 2, RS, III
116, 281, 0, RS, V
116, 362, 0, FS, V
116, 380, 0, FS, V
116, 383, 0, FS, V
116, 384, 0, FS, V
116, 414, 0, IB, V
116, 416, 0, IB, V
116, 428, 0, IB, V
116, 1166, 1, IB, V
116, 1480, 1, FS, III
116, 3010, 3, FS, III
116.1, 310, 0, RS, V
116.1, 315, 0, RS, V
116.1, 338, 0, RS, V
116.1, 406, 0, IB, V
116.1, 632, 0, RS, III
116.1, 1185, 1, IB, V
116.1, 1876, 2, FS, V
116.1, 1882, 2, FS, V
116.1, 1893, 2, FS, V
116.1, 1898, 2, FS, V
116.1, 1903, 2, FS, V
116.2, 285, 0, RS, V
116.2, 293, 0, RS, V
116.2, 313, 0, RS, V
116.2, 369, 0, FS, V
116.2, 409, 0, IB, V
116.2, 412, 0, IB, V
116.2, 1895, 2, FS, V
116.3, 282, 0, RS, V
116.3, 294, 0, RS, V
116.3, 301, 0, RS, V
116.3, 329, 0, RS, V
116.3, 415, 0, IB, V
116.3, 421, 0, IB, V
116.3, 600, 0, RS, III
116.3, 1176, 1, IB, V
116.3, 1184, 1, IB, V
116.3, 1192, 1, IB, V
116.3, 1485, 1, FS, III
116.3, 1489, 1, FS, III
116.3, 3032, 3, FS, III
116.4, 279, 0, RS, V
116.4, 287, 0, RS, V
116.4, 295, 0, RS, V
116.4, 331, 0, RS, V
116.4, 340, 0, RS, V
116.4, 342, 0, RS, V
116.4, 1295, 1, LTS, IV
116.4, 1304, 1, LTS, IV
116.4, 1491, 1, FS, III
116.4, 1496, 1, FS, III
116.4, 1906, 2, FS, V
116.4, 2261, 2, FS, III
116.5, 296, 0, RS, V
116.5, 303, 0, RS, V
116.5, 309, 0, RS, V
116.5, 320, 0, RS, V
116.5, 330, 0, RS, V
116.5, 348, 0, RS, V
116.5, 418, 0, IB, V
116.5, 1169, 1, IB, V
116.5, 1188, 1, IB, V
116.5, 1490, 1, FS, III
116.5, 1495, 1, FS, III
116.5, 1507, 1, FS, III
116.6, 276, 0, RS, V
116.6, 299, 0, RS, V
116.6, 332, 0, RS, V
116.6, 422, 0, IB, V
116.6, 423, 0, IB, V
116.6, 430, 0, IB, V
116.6, 1108, 1, RS, V
116.6, 1879, 2, FS, V
116.6, 1933, 2, IB, V
116.7, 275, 0, RS, V
116.7, 290, 0, RS, V
116.7, 319, 0, RS, V
116.7, 322, 0, RS, V
116.7, 334, 0, RS, V
116.7, 408, 0, IB, V
116.7, 1482, 1, FS, III
116.7, 1484, 1, FS, III
116.7, 1498, 1, FS, III
116.8, 272, 0, RS, V
116.8, 274, 0, RS, V
116.8, 277, 0, RS, V
116.8, 286, 0, RS, V
116.8, 347, 0, RS, V
116.8, 426, 0, IB, V
116.8, 1483, 1, FS, III
116.8, 1843, 2, RS, V
116.9, 321, 0, RS, V
116.9, 346, 0, RS, V
116.9, 427, 0, IB, V
116.9, 731, 0, FS, III
116.9, 1488, 1, FS, III
116.9, 1499, 1, FS, III
117, 278, 0, RS, V
117, 284, 0, RS, V
117, 291, 0, RS, V
117, 297, 0, RS, V
117, 306, 0, RS, V
117, 312, 0, RS, V
117, 316, 0, RS, V
117, 333, 0, RS, V
117, 337, 0, RS, V
117, 413, 0, IB, V
117, 666, 0, RS, III
117, 1298, 1, LTS, IV
117, 1305, 1, LTS, IV
117, 1500, 1, FS, III
117, 1509, 1, FS, III
117, 1511, 1, FS, III
117.1, 304, 0, RS, V
117.1, 314, 0, RS, V
117.1, 324, 0, RS, V
117.1, 325, 0, RS, V
117.1, 345, 0, RS, V
117.1, 1475, 1, RS, III
117.1, 1502, 1, FS, III
117.1, 1861, 2, RS, V
117.1, 1942, 2, IB, V
117.1, 3029, 3, FS, III
117.2, 292, 0, RS, V
117.2, 307, 0, RS, V
117.2, 1951, 2, IB, V
117.3, 305, 0, RS, V
117.3, 326, 0, RS, V
117.3, 341, 0, RS, V
117.3, 1824, 2, RS, V
117.3, 1835, 2, RS, V
117.3, 1856, 2, RS, V
117.3, 1927, 2, IB, V
117.3, 1938, 2, IB, V
117.3, 1943, 2, IB, V
117.3, 2118, 2, RS, III
117.4, 300, 0, RS, V
117.4, 327, 0, RS, V
117.4, 344, 0, RS, V
117.4, 385, 0, FS, V
117.4, 1487, 1, FS, III
117.4, 1504, 1, FS, III
117.4, 1845, 2, RS, V
117.4, 1940, 2, IB, V
117.5, 273, 0, RS, V
117.5, 289, 0, RS, V
117.5, 323, 0, RS, V
117.5, 335, 0, RS, V
117.5, 336, 0, RS, V
117.5, 726, 0, FS, III
117.5, 1098, 1, RS, V
117.5, 1479, 1, FS, III
117.5, 1937, 2, IB, V
117.6, 1110, 1, FS, V
117.6, 1503, 1, FS, III
117.6, 1508, 1, FS, III
117.6, 1520, 1, LTS, III
117.6, 1932, 2, IB, V
117.6, 1934, 2, IB, V
117.6, 1944, 2, IB, V
117.6, 1947, 2, IB, V
117.7, 298, 0, RS, V
117.7, 1089, 1, RS, V
117.7, 1111, 1, FS, V
117.7, 1129, 1, FS, V
117.7, 1135, 1, FS, V
117.8, 343, 0, RS, V
117.8, 371, 0, FS, V
117.8, 376, 0, FS, V
117.8, 1049, 1, RS, V
117.8, 1084, 1, RS, V
117.8, 1122, 1, FS, V
117.8, 1130, 1, FS, V
117.8, 1136, 1, FS, V
117.8, 1140, 1, FS, V
117.8, 1142, 1, FS, V
117.8, 1928, 2, IB, V
117.8, 1931, 2, IB, V
117.8, 1946, 2, IB, V
117.9, 280, 0, RS, V
117.9, 283, 0, RS, V
117.9, 357, 0, FS, V
117.9, 363, 0, FS, V
117.9, 374, 0, FS, V
117.9, 381, 0, FS, V
117.9, 1051, 1, RS, V
117.9, 1079, 1, RS, V
117.9, 1088, 1, RS, V
117.9, 1092, 1, RS, V
117.9, 1099, 1, RS, V
117.9, 1117, 1, FS, V
117.9, 1119, 1, FS, V
117.9, 1120, 1, FS, V
117.9, 1121, 1, FS, V
117.9, 1123, 1, FS, V
117.9, 1124, 1, FS, V
117.9, 1126, 1, FS, V
117.9, 1133, 1, FS, V
117.9, 1145, 1, FS, V
117.9, 1806, 2, RS, V
117.9, 1820, 2, RS, V
117.9, 1832, 2, RS, V
117.9, 1936, 2, IB, V
118, 358, 0, FS, V
118, 361, 0, FS, V
118, 1034, 1, RS, V
118, 1037, 1, RS, V
118, 1038, 1, RS, V
118, 1056, 1, RS, V
118, 1073, 1, RS, V
118, 1128, 1, FS, V
118, 1131, 1, FS, V
118, 1137, 1, FS, V
118, 1138, 1, FS, V
118, 1800, 2, RS, V
118, 1812, 2, RS, V
118.1, 349, 0, FS, V
118.1, 351, 0, FS, V
118.1, 352, 0, FS, V
118.1, 377, 0, FS, V
118.1, 1045, 1, RS, V
118.1, 1070, 1, RS, V
118.1, 1071, 1, RS, V
118.1, 1109, 1, RS, V
118.1, 1115, 1, FS, V
118.1, 1116, 1, FS, V
118.1, 1127, 1, FS, V
118.1, 1141, 1, FS, V
118.1, 1143, 1, FS, V
118.1, 1144, 1, FS, V
118.1, 1810, 2, RS, V
118.1, 1842, 2, RS, V
118.1, 1877, 2, FS, V
118.1, 1891, 2, FS, V
118.1, 2644, 3, FS, V
118.2, 308, 0, RS, V
118.2, 353, 0, FS, V
118.2, 355, 0, FS, V
118.2, 360, 0, FS, V
118.2, 1068, 1, RS, V
118.2, 1075, 1, RS, V
118.2, 1113, 1, FS, V
118.2, 1114, 1, FS, V
118.2, 1118, 1, FS, V
118.2, 1132, 1, FS, V
118.2, 1501, 1, FS, III
118.2, 1506, 1, FS, III
118.2, 1796, 2, RS, V
118.2, 1871, 2, FS, V
118.2, 1878, 2, FS, V
118.2, 2657, 3, FS, V
118.3, 359, 0, FS, V
118.3, 364, 0, FS, V
118.3, 372, 0, FS, V
118.3, 382, 0, FS, V
118.3, 425, 0, IB, V
118.3, 1036, 1, RS, V
118.3, 1081, 1, RS, V
118.3, 1095, 1, RS, V
118.3, 1112, 1, FS, V
118.3, 1125, 1, FS, V
118.3, 1134, 1, FS, V
118.3, 1146, 1, FS, V
118.3, 1186, 1, IB, V
118.3, 1299, 1, LTS, IV
118.3, 1510, 1, FS, III
118.3, 1805, 2, RS, V
118.3, 1860, 2, RS, V
118.3, 1880, 2, FS, V
118.3, 1939, 2, IB, V
118.3, 1953, 2, IB, V
118.4, 356, 0, FS, V
118.4, 365, 0, FS, V
118.4, 1046, 1, RS, V
118.4, 1052, 1, RS, V
118.4, 1053, 1, RS, V
118.4, 1055, 1, RS, V
118.4, 1066, 1, RS, V
118.4, 1074, 1, RS, V
118.4, 1105, 1, RS, V
118.4, 1107, 1, RS, V
118.4, 1170, 1, IB, V
118.4, 1874, 2, FS, V
118.4, 1875, 2, FS, V
118.4, 1885, 2, FS, V
118.4, 1894, 2, FS, V
118.4, 1904, 2, FS, V
118.4, 1930, 2, IB, V
118.4, 1949, 2, IB, V
118.5, 288, 0, RS, V
118.5, 367, 0, FS, V
118.5, 1040, 1, RS, V
118.5, 1054, 1, RS, V
118.5, 1057, 1, RS, V
118.5, 1069, 1, RS, V
118.5, 1072, 1, RS, V
118.5, 1090, 1, RS, V
118.5, 1139, 1, FS, V
118.5, 1167, 1, IB, V
118.5, 1178, 1, IB, V
118.5, 1182, 1, IB, V
118.5, 1493, 1, FS, III
118.5, 1497, 1, FS, III
118.5, 1863, 2, RS, V
118.5, 1883, 2, FS, V
118.5, 1886, 2, FS, V
118.5, 1887, 2, FS, V
118.5, 1899, 2, FS, V
118.5, 1941, 2, IB, V
118.5, 1952, 2, IB, V
118.6, 354, 0, FS, V
118.6, 368, 0, FS, V
118.6, 370, 0, FS, V
118.6, 373, 0, FS, V
118.6, 379, 0, FS, V
118.6, 424, 0, IB, V
118.6, 1047, 1, RS, V
118.6, 1050, 1, RS, V
118.6, 1180, 1, IB, V
118.6, 1189, 1, IB, V
118.6, 1292, 1, LTS, IV
118.6, 1881, 2, FS, V
118.6, 1897, 2, FS, V
118.6, 1900, 2, FS, V
118.6, 1901, 2, FS, V
118.6, 1902, 2, FS, V
118.6, 1905, 2, FS, V
118.7, 302, 0, RS, V
118.7, 366, 0, FS, V
118.7, 375, 0, FS, V
118.7, 411, 0, IB, V
118.7, 1097, 1, RS, V
118.7, 1177, 1, IB, V
118.7, 1179, 1, IB, V
118.7, 1183, 1, IB, V
118.7, 1300, 1, LTS, IV
118.7, 1486, 1, FS, III
118.7, 1494, 1, FS, III
118.7, 1841, 2, RS, V
118.7, 1889, 2, FS, V
118.7, 1896, 2, FS, V
118.7, 1907, 2, FS, V
118.7, 1929, 2, IB, V
118.8, 350, 0, FS, V
118.8, 378, 0, FS, V
118.8, 1035, 1, RS, V
118.8, 1060, 1, RS, V
118.8, 1061, 1, RS, V
118.8, 1086, 1, RS, V
118.8, 1093, 1, RS, V
118.8, 1104, 1, RS, V
118.8, 1168, 1, IB, V
118.8, 1313, 1, RS, III
118.8, 1481, 1, FS, III
118.8, 1492, 1, FS, III
118.8, 1505, 1, FS, III
118.8, 1873, 2, FS, V
118.8, 1884, 2, FS, V
118.8, 1890, 2, FS, V
118.8, 1892, 2, FS, V
118.8, 2654, 3, FS, V
118.9, 362, 0, FS, V
118.9, 380, 0, FS, V
118.9, 383, 0, FS, V
118.9, 384, 0, FS, V
118.9, 405, 0, IB, V
118.9, 417, 0, IB, V
118.9, 1042, 1, RS, V
118.9, 1044, 1, RS, V
118.9, 1078, 1, RS, V
118.9, 1080, 1, RS, V
118.9, 1101, 1, RS, V
118.9, 1102, 1, RS, V
118.9, 1175, 1, IB, V
118.9, 1181, 1, IB, V
118.9, 1187, 1, IB, V
118.9, 1480, 1, FS, III
118.9, 1798, 2, RS, V
118.9, 1815, 2, RS, V
118.9, 1948, 2, IB, V
119, 1043, 1, RS, V
119, 1065, 1, RS, V
119, 1067, 1, RS, V
119, 1076, 1, RS, V
119, 1085, 1, RS, V
119, 1103, 1, RS, V
119, 1173, 1, IB, V
119, 1876, 2, FS, V
119, 1882, 2, FS, V
119, 1903, 2, FS, V
119, 2668, 3, FS, V
119.1, 369, 0, FS, V
119.1, 1082, 1, RS, V
119.1, 1083, 1, RS, V
119.1, 1091, 1, RS, V
119.1, 1096, 1, RS, V
119.1, 1172, 1, IB, V
119.1, 1190, 1, IB, V
119.1, 1191, 1, IB, V
119.1, 1512, 1, LTS, III
119.1, 1516, 1, LTS, III
119.1, 1853, 2, RS, V
119.1, 1895, 2, FS, V
119.1, 2658, 3, FS, V
119.2, 410, 0, IB, V
119.2, 419, 0, IB, V
119.2, 420, 0, IB, V
119.2, 431, 0, IB, V
119.2, 1059, 1, RS, V
119.2, 1077, 1, RS, V
119.2, 1087, 1, RS, V
119.2, 1174, 1, IB, V
119.2, 1485, 1, FS, III
119.2, 1489, 1, FS, III
119.2, 1836, 2, RS, V
119.3, 407, 0, IB, V
119.3, 429, 0, IB, V
119.3, 1039, 1, RS, V
119.3, 1058, 1, RS, V
