10.9, 2056, 2, LTS, IV
127.3, 1281, 1, FS, IV
127.3, 1282, 1, FS, IV
127.3, 1497, 1, FS, III
127.3, 1516, 1, LTS, III
127.3, 1873, 2, FS, V
127.3, 1874, 2, FS, V
127.3, 1880, 2, FS, V
127.3, 1881, 2, FS, V
127.3, 1885, 2, FS, V
127.3, 1898, 2, FS, V
127.3, 1902, 2, FS, V
127.3, 2647, 3, FS, V
127.3, 3023, 3, FS, III
127.4, 353, 0, FS, V
127.4, 354, 0, FS, V
127.4, 1044, 1, RS, V
127.4, 1070, 1, RS, V
127.4, 1177, 1, IB, V
127.4, 1187, 1, IB, V
127.4, 1293, 1, LTS, IV
127.4, 1296, 1, LTS, IV
127.4, 1513, 1, LTS, III
127.4, 1883, 2, FS, V
127.4, 1890, 2, FS, V
127.4, 2643, 3, FS, V
127.4, 3017, 3, FS, III
127.5, 350, 0, FS, V
127.5, 375, 0, FS, V
127.5, 380, 0, FS, V
127.5, 1050, 1, RS, V
127.5, 1065, 1, RS, V
127.5, 1067, 1, RS, V
127.5, 1076, 1, RS, V
127.5, 1090, 1, RS, V
127.5, 1875, 2, FS, V
127.5, 1889, 2, FS, V
127.5, 1895, 2, FS, V
127.5, 1900, 2, FS, V
127.5, 1901, 2, FS, V
127.5, 1904, 2, FS, V
127.5, 2649, 3, FS, V
127.6, 366, 0, FS, V
127.6, 370, 0, FS, V
127.6, 385, 0, FS, V
127.6, 1087, 1, RS, V
127.6, 1089, 1, RS, V
127.6, 1101, 1, RS, V
127.6, 1103, 1, RS, V
127.6, 1105, 1, RS, V
127.6, 1166, 1, IB, V
127.6, 1189, 1, IB, V
127.6, 1272, 1, FS, IV
127.6, 1483, 1, FS, III
127.6, 1892, 2, FS, V
127.6, 1906, 2, FS, V
127.7, 1057, 1, RS, V
127.7, 1060, 1, RS, V
127.7, 1075, 1, RS, V
127.7, 1093, 1, RS, V
127.7, 1102, 1, RS, V
127.7, 1108, 1, RS, V
127.7, 1171, 1, IB, V
127.7, 1173, 1, IB, V
127.7, 1888, 2, FS, V
127.7, 1893, 2, FS, V
127.7, 2662, 3, FS, V
127.7, 2664, 3, FS, V
127.8, 1046, 1, RS, V
127.8, 1094, 1, RS, V
127.8, 1179, 1, IB, V
127.8, 1181, 1, IB, V
127.8, 1191, 1, IB, V
127.8, 1283, 1, FS, IV
127.8, 2632, 3, FS, V
127.9, 1176, 1, IB, V
127.9, 1287, 1, FS, IV
127.9, 1506, 1, FS, III
127.9, 1521, 1, LTS, III
127.9, 1907, 2, FS, V
127.9, 2637, 3, FS, V
127.9, 2655, 3, FS, V
128, 1096, 1, RS, V
128, 1172, 1, IB, V
128, 1514, 1, LTS, III
128, 2652, 3, FS, V
128, 3002, 3, FS, III
128.1, 1061, 1, RS, V
128.1, 1082, 1, RS, V
128.1, 1175, 1, IB, V
128.1, 1184, 1, IB, V
128.1, 1185, 1, IB, V
128.1, 1188, 1, IB, V
128.1, 1512, 1, LTS, III
128.1, 2661, 3, FS, V
128.2, 1041, 1, RS, V
128.2, 1043, 1, RS, V
128.2, 1058, 1, RS, V
128.2, 1077, 1, RS, V
128.2, 1083, 1, RS, V
128.2, 1091, 1, RS, V
128.2, 2656, 3, FS, V
128.2, 3004, 3, FS, III
128.3, 1080, 1, RS, V
128.3, 1180, 1, IB, V
128.3, 1510, 1, FS, III
128.3, 2641, 3, FS, V
128.3, 2668, 3, FS, V
128.4, 1106, 1, RS, V
128.4, 1142, 1, FS, V
128.4, 1192, 1, IB, V
128.4, 2657, 3, FS, V
128.5, 1062, 1, RS, V
128.5, 1063, 1, RS, V
128.5, 1120, 1, FS, V
128.5, 1174, 1, IB, V
128.6, 1140, 1, FS, V
128.6, 1279, 1, FS, IV
128.7, 1126, 1, FS, V
128.7, 1129, 1, FS, V
128.7, 1133, 1, FS, V
128.7, 1169, 1, IB, V
128.7, 2660, 3, FS, V
128.8, 1033, 1, RS, V
128.8, 1110, 1, FS, V
128.8, 1123, 1, FS, V
128.8, 1128, 1, FS, V
128.8, 1130, 1, FS, V
128.8, 1144, 1, FS, V
128.9, 1121, 1, FS, V
128.9, 1122, 1, FS, V
128.9, 1131, 1, FS, V
128.9, 1135, 1, FS, V
128.9, 1502, 1, FS, III
129, 383, 0, FS, V
129, 1048, 1, RS, V
129, 1111, 1, FS, V
129, 1134, 1, FS, V
129.1, 1520, 1, LTS, III
129.1, 2684, 3, LTS, V
129.1, 3007, 3, FS, III
129.2, 955, 1, RS, VI
129.2, 1280, 1, FS, IV
129.2, 1449, 1, RS, III
129.3, 1139, 1, FS, V
129.3, 2636, 3, FS, V
129.5, 1117, 1, FS, V
129.5, 1136, 1, FS, V
129.5, 2663, 3, FS, V
129.7, 1143, 1, FS, V
129.7, 2654, 3, FS, V
129.7, 2667, 3, FS, V
129.8, 1145, 1, FS, V
129.8, 1186, 1, IB, V
129.8, 1952, 2, IB, V
129.8, 2651, 3, FS, V
129.9, 1064, 1, RS, V
129.9, 1141, 1, FS, V
130, 2642, 3, FS, V
130.1, 2644, 3, FS, V
130.1, 2665, 3, FS, V
130.2, 837, 1, RS, VI
130.2, 1170, 1, IB, V
130.2, 1295, 1, LTS, IV
130.2, 1304, 1, LTS, IV
130.2, 2666, 3, FS, V
130.3, 910, 1, RS, VI
130.3, 1167, 1, IB, V
130.3, 1301, 1, LTS, IV
130.3, 1305, 1, LTS, IV
130.3, 2633, 3, FS, V
130.4, 779, 1, RS, VI
130.4, 784, 1, RS, VI
130.4, 1138, 1, FS, V
130.4, 1183, 1, IB, V
130.4, 1300, 1, LTS, IV
130.4, 1302, 1, LTS, IV
130.5, 967, 1, RS, VI
130.5, 2645, 3, FS, V
130.6, 1168, 1, IB, V
130.6, 1178, 1, IB, V
130.6, 1182, 1, IB, V
130.6, 1190, 1, IB, V
130.6, 1303, 1, LTS, IV
130.7, 925, 1, RS, VI
130.7, 1116, 1, FS, V
130.7, 1127, 1, FS, V
130.7, 1292, 1, LTS, IV
130.7, 1881, 2, FS, V
130.8, 1118, 1, FS, V
130.8, 1124, 1, FS, V
130.8, 1177, 1, IB, V
130.8, 1187, 1, IB, V
130.8, 1297, 1, LTS, IV
130.8, 2658, 3, FS, V
130.9, 1119, 1, FS, V
130.9, 1294, 1, LTS, IV
131, 1137, 1, FS, V
131, 1166, 1, IB, V
131, 1189, 1, IB, V
131.1, 898, 1, RS, VI
131.1, 1171, 1, IB, V
131.1, 1173, 1, IB, V
131.1, 1306, 1, LTS, IV
131.1, 2639, 3, FS, V
131.2, 1132, 1, FS, V
131.2, 1179, 1, IB, V
131.2, 1181, 1, IB, V
131.2, 1191, 1, IB, V
131.2, 1290, 1, LTS, IV
131.3, 1142, 1, FS, V
131.3, 1176, 1, IB, V
131.3, 1298, 1, LTS, IV
131.4, 931, 1, RS, VI
131.4, 1120, 1, FS, V
131.4, 1172, 1, IB, V
131.4, 2664, 3, FS, V
131.5, 936, 1, RS, VI
131.5, 1125, 1, FS, V
131.5, 1140, 1, FS, V
131.5, 1175, 1, IB, V
131.5, 1184, 1, IB, V
131.5, 1185, 1, IB, V
131.5, 1188, 1, IB, V
131.5, 1291, 1, LTS, IV
131.6, 1126, 1, FS, V
131.6, 1129, 1, FS, V
131.6, 1133, 1, FS, V
131.7, 1110, 1, FS, V
131.7, 1123, 1, FS, V
131.7, 1128, 1, FS, V
131.7, 1130, 1, FS, V
131.7, 1144, 1, FS, V
131.7, 1146, 1, FS, V
131.7, 1180, 1, IB, V
131.8, 877, 1, RS, VI
131.8, 969, 1, RS, VI
131.8, 983, 1, RS, VI
131.8, 1121, 1, FS, V
131.8, 1122, 1, FS, V
131.8, 1131, 1, FS, V
131.8, 1135, 1, FS, V
131.8, 1192, 1, IB, V
131.8, 1299, 1, LTS, IV
131.9, 1111, 1, FS, V
131.9, 1134, 1, FS, V
131.9, 1174, 1, IB, V
132, 917, 1, RS, VI
132, 1081, 1, RS, V
132.1, 848, 1, RS, VI
132.1, 1056, 1, RS, V
132.1, 1169, 1, IB, V
132.1, 1516, 1, LTS, III
132.1, 1884, 2, FS, V
132.2, 828, 1, RS, VI
132.2, 857, 1, RS, VI
132.2, 1037, 1, RS, V
132.2, 1073, 1, RS, V
132.2, 1084, 1, RS, V
132.2, 1139, 1, FS, V
132.2, 1296, 1, LTS, IV
132.3, 1088, 1, RS, V
132.4, 835, 1, RS, VI
132.4, 869, 1, RS, VI
132.4, 1092, 1, RS, V
132.4, 1117, 1, FS, V
132.4, 1136, 1, FS, V
132.5, 1055, 1, RS, V
132.5, 1100, 1, RS, V
132.6, 796, 1, RS, VI
132.6, 965, 1, RS, VI
132.6, 1040, 1, RS, V
132.6, 1143, 1, FS, V
132.6, 1293, 1, LTS, IV
132.7, 1042, 1, RS, V
132.7, 1095, 1, RS, V
132.8, 1113, 1, FS, V
132.8, 1115, 1, FS, V
132.8, 1141, 1, FS, V
132.9, 840, 1, RS, VI
132.9, 980, 1, RS, VI
132.9, 1051, 1, RS, V
132.9, 1071, 1, RS, V
132.9, 1074, 1, RS, V
132.9, 1079, 1, RS, V
132.9, 1098, 1, RS, V
132.9, 1099, 1, RS, V
132.9, 1904, 2, FS, V
133, 1045, 1, RS, V
133.1, 814, 1, RS, VI
133.1, 850, 1, RS, VI
133.1, 1066, 1, RS, V
133.1, 1097, 1, RS, V
133.2, 792, 1, RS, VI
133.2, 1034, 1, RS, V
133.2, 1047, 1, RS, V
133.2, 1054, 1, RS, V
133.2, 1059, 1, RS, V
133.2, 1068, 1, RS, V
133.2, 1086, 1, RS, V
133.2, 1145, 1, FS, V
133.2, 1186, 1, IB, V
133.2, 1481, 1, FS, III
133.3, 895, 1, RS, VI
133.3, 1053, 1, RS, V
133.3, 1109, 1, RS, V
133.4, 817, 1, RS, VI
133.4, 1039, 1, RS, V
133.4, 1052, 1, RS, V
133.4, 1104, 1, RS, V
133.4, 2705, 3, IB, V
133.5, 1038, 1, RS, V
133.5, 1072, 1, RS, V
133.5, 1078, 1, RS, V
133.6, 841, 1, RS, VI
133.6, 1035, 1, RS, V
133.6, 1036, 1, RS, V
133.6, 1049, 1, RS, V
133.6, 1069, 1, RS, V
133.6, 1085, 1, RS, V
133.6, 1107, 1, RS, V
133.6, 1170, 1, IB, V
133.6, 1276, 1, FS, IV
133.6, 1881, 2, FS, V
133.6, 2649, 3, FS, V
133.7, 834, 1, RS, VI
133.7, 1044, 1, RS, V
133.7, 1070, 1, RS, V
133.7, 1116, 1, FS, V
133.7, 1167, 1, IB, V
133.7, 1487, 1, FS, III
133.8, 1050, 1, RS, V
133.8, 1065, 1, RS, V
133.8, 1067, 1, RS, V
133.8, 1076, 1, RS, V
133.8, 1090, 1, RS, V
133.8, 1118, 1, FS, V
133.8, 1119, 1, FS, V
133.8, 1183, 1, IB, V
133.9, 774, 1, RS, VI
133.9, 1087, 1, RS, V
133.9, 1101, 1, RS, V
133.9, 1103, 1, RS, V
133.9, 1105, 1, RS, V
134, 371, 0, FS, V
134, 1057, 1, RS, V
134, 1060, 1, RS, V
134, 1093, 1, RS, V
134, 1102, 1, RS, V
134, 1168, 1, IB, V
134, 1178, 1, IB, V
134, 1182, 1, IB, V
134, 1190, 1, IB, V
134.1, 832, 1, RS, VI
134.1, 1046, 1, RS, V
134.1, 1094, 1, RS, V
134.2, 1142, 1, FS, V
134.2, 1177, 1, IB, V
134.2, 1187, 1, IB, V
134.3, 951, 1, RS, VI
134.3, 1096, 1, RS, V
134.3, 1120, 1, FS, V
134.4, 856, 1, RS, VI
134.4, 981, 1, RS, VI
134.4, 1082, 1, RS, V
134.4, 1138, 1, FS, V
134.4, 1140, 1, FS, V
134.4, 1166, 1, IB, V
134.4, 1189, 1, IB, V
134.4, 1394, 1, RS, III
134.4, 1495, 1, FS, III
134.5, 896, 1, RS, VI
134.5, 1041, 1, RS, V
134.5, 1043, 1, RS, V
134.5, 1077, 1, RS, V
134.5, 1083, 1, RS, V
134.5, 1091, 1, RS, V
134.5, 1126, 1, FS, V
134.5, 1133, 1, FS, V
134.5, 1171, 1, IB, V
134.5, 1173, 1, IB, V
134.6, 853, 1, RS, VI
134.6, 1123, 1, FS, V
134.6, 1128, 1, FS, V
134.6, 1130, 1, FS, V
134.6, 1132, 1, FS, V
134.6, 1144, 1, FS, V
134.6, 1179, 1, IB, V
134.6, 1181, 1, IB, V
134.6, 1191, 1, IB, V
134.7, 823, 1, RS, VI
134.7, 1106, 1, RS, V
134.7, 1122, 1, FS, V
134.7, 1131, 1, FS, V
134.7, 1176, 1, IB, V
134.7, 1882, 2, FS, V
134.8, 354, 0, FS, V
134.8, 836, 1, RS, VI
134.8, 1062, 1, RS, V
134.8, 1063, 1, RS, V
134.8, 1111, 1, FS, V
134.8, 1129, 1, FS, V
134.8, 1134, 1, FS, V
134.8, 1172, 1, IB, V
134.9, 382, 0, FS, V
134.9, 1121, 1, FS, V
134.9, 1175, 1, IB, V
134.9, 1184, 1, IB, V
134.9, 1185, 1, IB, V
134.9, 1188, 1, IB, V
135, 357, 0, FS, V
135, 1304, 1, LTS, IV
135.1, 864, 1, RS, VI
135.1, 1139, 1, FS, V
135.1, 1180, 1, IB, V
135.1, 1305, 1, LTS, IV
135.1, 1883, 2, FS, V
135.2, 845, 1, RS, VI
135.2, 871, 1, RS, VI
135.2, 1110, 1, FS, V
135.2, 1192, 1, IB, V
135.3, 783, 1, RS, VI
135.3, 906, 1, RS, VI
135.3, 973, 1, RS, VI
135.4, 860, 1, RS, VI
135.4, 988, 1, RS, VI
135.4, 1135, 1, FS, V
135.4, 1303, 1, LTS, IV
135.5, 922, 1, RS, VI
135.5, 987, 1, RS, VI
135.5, 1124, 1, FS, V
135.5, 1143, 1, FS, V
135.5, 1169, 1, IB, V
135.5, 1292, 1, LTS, IV
135.5, 1521, 1, LTS, III
135.5, 1871, 2, FS, V
135.6, 362, 0, FS, V
135.6, 1877, 2, FS, V
135.7, 964, 1, RS, VI
135.7, 1137, 1, FS, V
135.7, 1884, 2, FS, V
135.8, 381, 0, FS, V
135.8, 962, 1, RS, VI
135.8, 1117, 1, FS, V
135.8, 1141, 1, FS, V
135.8, 1422, 1, RS, III
135.8, 1904, 2, FS, V
135.9, 350, 0, FS, V
135.9, 994, 1, RS, VI
135.9, 1136, 1, FS, V
135.9, 1891, 2, FS, V
135.9, 1895, 2, FS, V
135.9, 1899, 2, FS, V
136, 802, 1, RS, VI
136, 1127, 1, FS, V
136, 1338, 1, RS, III
136.1, 352, 0, FS, V
136.1, 358, 0, FS, V
136.1, 366, 0, FS, V
136.1, 883, 1, RS, VI
136.1, 899, 1, RS, VI
136.1, 1112, 1, FS, V
136.1, 1115, 1, FS, V
136.1, 1145, 1, FS, V
136.2, 355, 0, FS, V
136.2, 361, 0, FS, V
136.2, 866, 1, RS, VI
136.3, 379, 0, FS, V
136.4, 946, 1, RS, VI
136.4, 1894, 2, FS, V
136.5, 826, 1, RS, VI
136.5, 960, 1, RS, VI
136.5, 1146, 1, FS, V
136.5, 1520, 1, LTS, III
136.5, 1881, 2, FS, V
136.5, 1886, 2, FS, V
136.6, 349, 0, FS, V
136.6, 374, 0, FS, V
136.6, 1113, 1, FS, V
136.6, 1116, 1, FS, V
136.6, 1186, 1, IB, V
136.6, 1300, 1, LTS, IV
136.6, 1302, 1, LTS, IV
136.6, 1903, 2, FS, V
136.7, 363, 0, FS, V
136.7, 1118, 1, FS, V
136.7, 1119, 1, FS, V
136.7, 1291, 1, LTS, IV
136.8, 365, 0, FS, V
136.8, 1125, 1, FS, V
136.8, 1878, 2, FS, V
136.8, 1880, 2, FS, V
136.8, 1896, 2, FS, V
136.9, 371, 0, FS, V
136.9, 373, 0, FS, V
136.9, 1114, 1, FS, V
136.9, 1290, 1, LTS, IV
136.9, 1306, 1, LTS, IV
136.9, 1516, 1, LTS, III
136.9, 1875, 2, FS, V
137, 360, 0, FS, V
137, 367, 0, FS, V
137, 369, 0, FS, V
137, 377, 0, FS, V
137, 383, 0, FS, V
137, 1170, 1, IB, V
137.1, 351, 0, FS, V
137.1, 380, 0, FS, V
137.1, 966, 1, RS, VI
137.1, 1142, 1, FS, V
137.1, 1167, 1, IB, V
137.2, 356, 0, FS, V
137.2, 858, 1, RS, VI
137.2, 1120, 1, FS, V
137.2, 1386, 1, RS, III
137.2, 1900, 2, FS, V
137.3, 765, 1, RS, VI
137.3, 1138, 1, FS, V
137.3, 1140, 1, FS, V
137.4, 384, 0, FS, V
137.4, 385, 0, FS, V
137.4, 919, 1, RS, VI
137.4, 1126, 1, FS, V
137.4, 1133, 1, FS, V
137.4, 1178, 1, IB, V
137.4, 1519, 1, LTS, III
137.4, 1902, 2, FS, V
137.5, 370, 0, FS, V
137.5, 1123, 1, FS, V
137.5, 1128, 1, FS, V
137.5, 1130, 1, FS, V
137.5, 1132, 1, FS, V
137.5, 1144, 1, FS, V
137.5, 1885, 2, FS, V
137.5, 1892, 2, FS, V
137.6, 359, 0, FS, V
137.6, 378, 0, FS, V
137.6, 793, 1, RS, VI
137.6, 804, 1, RS, VI
137.6, 830, 1, RS, VI
137.6, 897, 1, RS, VI
137.6, 918, 1, RS, VI
137.6, 1122, 1, FS, V
137.6, 1131, 1, FS, V
137.6, 1358, 1, RS, III
137.6, 1882, 2, FS, V
137.6, 1887, 2, FS, V
137.7, 354, 0, FS, V
137.7, 838, 1, RS, VI
137.7, 1111, 1, FS, V
137.7, 1129, 1, FS, V
137.7, 1134, 1, FS, V
137.7, 1174, 1, IB, V
137.7, 1360, 1, RS, III
137.7, 1446, 1, RS, III
137.7, 1889, 2, FS, V
137.7, 1897, 2, FS, V
137.8, 382, 0, FS, V
137.8, 927, 1, RS, VI
137.8, 1121, 1, FS, V
137.8, 1166, 1, IB, V
137.8, 1189, 1, IB, V
137.8, 1433, 1, RS, III
137.8, 1473, 1, RS, III
137.8, 1890, 2, FS, V
137.8, 1901, 2, FS, V
137.9, 357, 0, FS, V
137.9, 1173, 1, IB, V
137.9, 1512, 1, LTS, III
137.9, 1513, 1, LTS, III
137.9, 1517, 1, LTS, III
138, 353, 0, FS, V
138, 375, 0, FS, V
138, 1139, 1, FS, V
138, 1179, 1, IB, V
138, 1181, 1, IB, V
138, 1191, 1, IB, V
138, 1301, 1, LTS, IV
138, 1416, 1, RS, III
138, 1491, 1, FS, III
138, 1879, 2, FS, V
138, 1883, 2, FS, V
138, 1893, 2, FS, V
138.1, 879, 1, RS, VI
138.1, 1110, 1, FS, V
138.1, 1176, 1, IB, V
138.1, 1298, 1, LTS, IV
138.1, 1888, 2, FS, V
138.2, 368, 0, FS, V
138.2, 372, 0, FS, V
138.2, 1183, 1, IB, V
138.2, 1486, 1, FS, III
138.3, 1135, 1, FS, V
138.3, 1175, 1, IB, V
138.3, 1184, 1, IB, V
138.3, 1185, 1, IB, V
138.3, 1187, 1, IB, V
138.3, 1439, 1, RS, III
138.3, 1488, 1, FS, III
138.3, 1494, 1, FS, III
138.3, 1506, 1, FS, III
138.3, 1508, 1, FS, III
138.3, 1873, 2, FS, V
138.4, 790, 1, RS, VI
138.4, 1124, 1, FS, V
138.4, 1143, 1, FS, V
138.4, 1172, 1, IB, V
138.4, 1495, 1, FS, III
138.4, 1871, 2, FS, V
138.5, 362, 0, FS, V
138.5, 1180, 1, IB, V
138.5, 1877, 2, FS, V
138.6, 935, 1, RS, VI
138.6, 1137, 1, FS, V
138.6, 1192, 1, IB, V
138.6, 1493, 1, FS, III
138.6, 1505, 1, FS, III
138.6, 1884, 2, FS, V
138.6, 1906, 2, FS, V
138.7, 381, 0, FS, V
138.7, 1117, 1, FS, V
138.7, 1141, 1, FS, V
138.7, 1483, 1, FS, III
138.7, 1492, 1, FS, III
138.7, 1874, 2, FS, V
138.7, 1904, 2, FS, V
138.8, 350, 0, FS, V
138.8, 797, 1, RS, VI
138.8, 1136, 1, FS, V
138.8, 1891, 2, FS, V
138.8, 1895, 2, FS, V
138.8, 1899, 2, FS, V
138.9, 364, 0, FS, V
138.9, 1031, 1, LTS, VI
138.9, 1127, 1, FS, V
138.9, 1324, 1, RS, III
138.9, 1487, 1, FS, III
139, 352, 0, FS, V
139, 358, 0, FS, V
139, 366, 0, FS, V
139, 787, 1, RS, VI
139, 1112, 1, FS, V
139, 1115, 1, FS, V
139, 1145, 1, FS, V
139, 1489, 1, FS, III
139.1, 355, 0, FS, V
139.1, 361, 0, FS, V
139.1, 1026, 1, LTS, VI
139.2, 379, 0, FS, V
139.3, 1481, 1, FS, III
139.3, 1894, 2, FS, V
139.4, 974, 1, RS, VI
139.4, 1146, 1, FS, V
139.4, 1168, 1, IB, V
139.4, 1299, 1, LTS, IV
139.4, 1482, 1, FS, III
139.4, 1876, 2, FS, V
139.4, 1881, 2, FS, V
139.4, 1886, 2, FS, V
139.4, 1905, 2, FS, V
139.5, 349, 0, FS, V
139.5, 374, 0, FS, V
139.5, 1113, 1, FS, V
139.5, 1116, 1, FS, V
139.5, 1903, 2, FS, V
139.6, 363, 0, FS, V
139.6, 1118, 1, FS, V
139.6, 1119, 1, FS, V
139.6, 1515, 1, LTS, III
139.7, 365, 0, FS, V
139.7, 376, 0, FS, V
139.7, 849, 1, RS, VI
139.7, 1125, 1, FS, V
139.7, 1878, 2, FS, V
139.7, 1880, 2, FS, V
139.7, 1896, 2, FS, V
139.8, 371, 0, FS, V
139.8, 373, 0, FS, V
139.8, 1114, 1, FS, V
139.8, 1304, 1, LTS, IV
139.8, 1875, 2, FS, V
139.9, 360, 0, FS, V
139.9, 367, 0, FS, V
139.9, 369, 0, FS, V
139.9, 377, 0, FS, V
139.9, 383, 0, FS, V
139.9, 766, 1, RS, VI
139.9, 959, 1, RS, VI
140, 351, 0, FS, V
140, 380, 0, FS, V
140, 1028, 1, LTS, VI
140, 1142, 1, FS, V
140, 1186, 1, IB, V
140, 1294, 1, LTS, IV
140, 1465, 1, RS, III
140.1, 356, 0, FS, V
140.1, 846, 1, RS, VI
140.1, 1120, 1, FS, V
140.1, 1274, 1, FS, IV
140.1, 1900, 2, FS, V
140.1, 1907, 2, FS, V
140.2, 833, 1, RS, VI
140.2, 903, 1, RS, VI
140.2, 920, 1, RS, VI
140.2, 1027, 1, LTS, VI
140.2, 1138, 1, FS, V
140.2, 1140, 1, FS, V
140.2, 1303, 1, LTS, IV
140.2, 1496, 1, FS, III
140.3, 384, 0, FS, V
140.3, 385, 0, FS, V
140.3, 998, 1, FS, VI
140.3, 1060, 1, RS, V
140.3, 1126, 1, FS, V
140.3, 1133, 1, FS, V
140.3, 1292, 1, LTS, IV
140.3, 1502, 1, FS, III
140.3, 1510, 1, FS, III
140.3, 1521, 1, LTS, III
140.3, 1898, 2, FS, V
140.3, 1902, 2, FS, V
140.4, 370, 0, FS, V
140.4, 1123, 1, FS, V
140.4, 1128, 1, FS, V
140.4, 1130, 1, FS, V
140.4, 1132, 1, FS, V
140.4, 1144, 1, FS, V
140.4, 1885, 2, FS, V
140.4, 1892, 2, FS, V
140.5, 359, 0, FS, V
140.5, 378, 0, FS, V
140.5, 818, 1, RS, VI
140.5, 942, 1, RS, VI
140.5, 1022, 1, FS, VI
140.5, 1122, 1, FS, V
140.5, 1131, 1, FS, V
140.5, 1167, 1, IB, V
140.5, 1403, 1, RS, III
140.5, 1882, 2, FS, V
140.6, 354, 0, FS, V
140.6, 812, 1, RS, VI
140.6, 870, 1, RS, VI
140.6, 1096, 1, RS, V
140.6, 1111, 1, FS, V
140.6, 1129, 1, FS, V
140.6, 1134, 1, FS, V
140.6, 1518, 1, LTS, III
140.6, 1889, 2, FS, V
140.6, 1897, 2, FS, V
140.7, 382, 0, FS, V
140.7, 1121, 1, FS, V
140.7, 1454, 1, RS, III
140.7, 1498, 1, FS, III
140.7, 1890, 2, FS, V
140.8, 357, 0, FS, V
140.8, 868, 1, RS, VI
140.8, 1178, 1, IB, V
140.9, 353, 0, FS, V
140.9, 375, 0, FS, V
140.9, 1139, 1, FS, V
140.9, 1405, 1, RS, III
140.9, 1472, 1, RS, III
140.9, 1883, 2, FS, V
141, 1110, 1, FS, V
141, 1190, 1, IB, V
141, 1887, 2, FS, V
141.1, 820, 1, RS, VI
141.1, 1032, 1, LTS, VI
141.2, 1030, 1, LTS, VI
141.2, 1135, 1, FS, V
141.3, 808, 1, RS, VI
141.3, 819, 1, RS, VI
141.3, 949, 1, RS, VI
141.3, 1124, 1, FS, V
141.3, 1143, 1, FS, V
141.3, 1329, 1, RS, III
141.3, 1432, 1, RS, III
141.3, 1520, 1, LTS, III
141.3, 1871, 2, FS, V
141.4, 362, 0, FS, V
141.4, 1191, 1, IB, V
141.4, 1342, 1, RS, III
141.4, 1379, 1, RS, III
141.4, 1444, 1, RS, III
141.4, 1877, 2, FS, V
141.4, 1901, 2, FS, V
141.5, 1137, 1, FS, V
141.5, 1181, 1, IB, V
141.5, 1884, 2, FS, V
141.6, 381, 0, FS, V
141.6, 1117, 1, FS, V
141.6, 1141, 1, FS, V
141.6, 1904, 2, FS, V
141.7, 350, 0, FS, V
141.7, 907, 1, RS, VI
141.7, 932, 1, RS, VI
141.7, 1017, 1, FS, VI
141.7, 1018, 1, FS, VI
141.7, 1136, 1, FS, V
141.7, 1516, 1, LTS, III
141.7, 1891, 2, FS, V
141.7, 1895, 2, FS, V
141.7, 1899, 2, FS, V
141.8, 1127, 1, FS, V
141.8, 1179, 1, IB, V
141.9, 358, 0, FS, V
141.9, 366, 0, FS, V
141.9, 795, 1, RS, VI
141.9, 905, 1, RS, VI
141.9, 975, 1, RS, VI
141.9, 1115, 1, FS, V
141.9, 1145, 1, FS, V
141.9, 1879, 2, FS, V
142, 361, 0, FS, V
142, 776, 1, RS, VI
142, 889, 1, RS, VI
142, 1192, 1, IB, V
142, 1282, 1, FS, IV
142.1, 379, 0, FS, V
142.1, 859, 1, RS, VI
142.1, 1422, 1, RS, III
142.1, 1906, 2, FS, V
142.1, 2664, 3, FS, V
142.2, 352, 0, FS, V
142.2, 1009, 1, FS, VI
142.3, 957, 1, RS, VI
142.3, 992, 1, RS, VI
142.3, 1112, 1, FS, V
142.3, 1338, 1, RS, III
142.3, 1519, 1, LTS, III
142.3, 1881, 2, FS, V
142.4, 355, 0, FS, V
142.4, 950, 1, RS, VI
142.4, 1000, 1, FS, VI
142.4, 1113, 1, FS, V
142.4, 1116, 1, FS, V
142.4, 1903, 2, FS, V
142.4, 2657, 3, FS, V
142.5, 764, 1, RS, VI
142.5, 798, 1, RS, VI
142.5, 1118, 1, FS, V
142.5, 1119, 1, FS, V
142.5, 1886, 2, FS, V
142.5, 1894, 2, FS, V
142.5, 2643, 3, FS, V
142.5, 2658, 3, FS, V
142.6, 349, 0, FS, V
142.6, 365, 0, FS, V
142.6, 985, 1, RS, VI
142.7, 371, 0, FS, V
142.7, 1015, 1, FS, VI
142.7, 1350, 1, RS, III
142.7, 1896, 2, FS, V
142.7, 2668, 3, FS, V
142.8, 1006, 1, FS, VI
142.9, 923, 1, RS, VI
142.9, 1142, 1, FS, V
142.9, 1290, 1, LTS, IV
142.9, 1491, 1, FS, III
142.9, 1893, 2, FS, V
142.9, 2644, 3, FS, V
143, 1024, 1, LTS, VI
143, 1120, 1, FS, V
143, 1900, 2, FS, V
143.1, 788, 1, RS, VI
143.1, 1138, 1, FS, V
143.1, 1140, 1, FS, V
143.1, 1412, 1, RS, III
143.1, 1492, 1, FS, III
143.2, 383, 0, FS, V
143.2, 880, 1, RS, VI
143.2, 1126, 1, FS, V
143.2, 1133, 1, FS, V
143.2, 1293, 1, LTS, IV
143.3, 1014, 1, FS, VI
143.3, 1123, 1, FS, V
143.3, 1128, 1, FS, V
143.3, 1130, 1, FS, V
143.3, 1132, 1, FS, V
143.3, 1144, 1, FS, V
143.4, 934, 1, RS, VI
143.4, 1122, 1, FS, V
